iso3,year,variable,value,units,source
ARE,2010,gdp,289787338325.391,2010 US$,World Bank WDI database
ARE,2011,gdp,350666031313.819,2011 US$,World Bank WDI database
ARE,2012,gdp,374590605854.323,2012 US$,World Bank WDI database
ARE,2013,gdp,390107556160.654,2013 US$,World Bank WDI database
ARE,2014,gdp,403137100068.074,2014 US$,World Bank WDI database
ARE,2015,gdp,358135057862.492,2015 US$,World Bank WDI database
ARE,2016,gdp,357045064669.843,2016 US$,World Bank WDI database
ARE,2017,gdp,385605506854.881,2017 US$,World Bank WDI database
ARE,2018,gdp,422215043584.969,2018 US$,World Bank WDI database
ARG,2000,gdp,284203750000,2000 US$,World Bank WDI database
ARG,2001,gdp,268696750000,2001 US$,World Bank WDI database
ARG,2002,gdp,97724004251.8602,2002 US$,World Bank WDI database
ARG,2003,gdp,127586973492.177,2003 US$,World Bank WDI database
ARG,2004,gdp,164657930452.787,2004 US$,World Bank WDI database
ARG,2005,gdp,198737095012.282,2005 US$,World Bank WDI database
ARG,2006,gdp,232557260817.308,2006 US$,World Bank WDI database
ARG,2007,gdp,287530508430.568,2007 US$,World Bank WDI database
ARG,2008,gdp,361558037110.419,2008 US$,World Bank WDI database
ARG,2009,gdp,332976484577.619,2009 US$,World Bank WDI database
ARG,2010,gdp,423627422092.49,2010 US$,World Bank WDI database
ARG,2011,gdp,530163281574.658,2011 US$,World Bank WDI database
ARG,2012,gdp,545982375701.128,2012 US$,World Bank WDI database
ARG,2013,gdp,552025140252.246,2013 US$,World Bank WDI database
ARG,2014,gdp,526319673731.638,2014 US$,World Bank WDI database
ARG,2015,gdp,594749285413.212,2015 US$,World Bank WDI database
ARG,2016,gdp,557531376217.967,2016 US$,World Bank WDI database
ARG,2017,gdp,642695864756.35,2017 US$,World Bank WDI database
ARG,2018,gdp,519871519807.795,2018 US$,World Bank WDI database
ARM,2000,gdp,1911563665.39006,2000 US$,World Bank WDI database
ARM,2001,gdp,2118467913.37873,2001 US$,World Bank WDI database
ARM,2002,gdp,2376335048.39976,2002 US$,World Bank WDI database
ARM,2003,gdp,2807061008.69084,2003 US$,World Bank WDI database
ARM,2004,gdp,3576615240.41616,2004 US$,World Bank WDI database
ARM,2005,gdp,4900469950.09033,2005 US$,World Bank WDI database
ARM,2006,gdp,6384451606.1421,2006 US$,World Bank WDI database
ARM,2007,gdp,9206301700.39619,2007 US$,World Bank WDI database
ARM,2008,gdp,11662040713.8753,2008 US$,World Bank WDI database
ARM,2009,gdp,8647936747.98704,2009 US$,World Bank WDI database
ARM,2010,gdp,9260284937.79782,2010 US$,World Bank WDI database
ARM,2011,gdp,10142111334.4961,2011 US$,World Bank WDI database
ARM,2012,gdp,10619320048.5857,2012 US$,World Bank WDI database
ARM,2013,gdp,11121465767.4067,2013 US$,World Bank WDI database
ARM,2014,gdp,11609512939.7543,2014 US$,World Bank WDI database
ARM,2015,gdp,10553337672.9872,2015 US$,World Bank WDI database
ARM,2016,gdp,10546135160.031,2016 US$,World Bank WDI database
ARM,2017,gdp,11527458565.7334,2017 US$,World Bank WDI database
ARM,2018,gdp,12457941907.0333,2018 US$,World Bank WDI database
ASM,2002,gdp,514000000,2002 US$,World Bank WDI database
ASM,2003,gdp,527000000,2003 US$,World Bank WDI database
ASM,2004,gdp,512000000,2004 US$,World Bank WDI database
ASM,2005,gdp,503000000,2005 US$,World Bank WDI database
ASM,2006,gdp,496000000,2006 US$,World Bank WDI database
ASM,2007,gdp,520000000,2007 US$,World Bank WDI database
ASM,2008,gdp,563000000,2008 US$,World Bank WDI database
ASM,2009,gdp,678000000,2009 US$,World Bank WDI database
ASM,2010,gdp,576000000,2010 US$,World Bank WDI database
ASM,2011,gdp,574000000,2011 US$,World Bank WDI database
ASM,2012,gdp,644000000,2012 US$,World Bank WDI database
ASM,2013,gdp,641000000,2013 US$,World Bank WDI database
ASM,2014,gdp,642000000,2014 US$,World Bank WDI database
ASM,2015,gdp,661000000,2015 US$,World Bank WDI database
ASM,2016,gdp,652000000,2016 US$,World Bank WDI database
ASM,2017,gdp,602000000,2017 US$,World Bank WDI database
ASM,2018,gdp,636000000,2018 US$,World Bank WDI database
ATG,2000,gdp,830158777.777778,2000 US$,World Bank WDI database
ATG,2001,gdp,800740259.259259,2001 US$,World Bank WDI database
ATG,2002,gdp,814615333.333333,2002 US$,World Bank WDI database
ATG,2003,gdp,855643111.111111,2003 US$,World Bank WDI database
ATG,2004,gdp,919577148.148148,2004 US$,World Bank WDI database
ATG,2005,gdp,1022191296.2963,2005 US$,World Bank WDI database
ATG,2006,gdp,1157005444.44444,2006 US$,World Bank WDI database
ATG,2007,gdp,1311401333.33333,2007 US$,World Bank WDI database
ATG,2008,gdp,1368431037.03704,2008 US$,World Bank WDI database
ATG,2009,gdp,1224253000,2009 US$,World Bank WDI database
ATG,2010,gdp,1148700000,2010 US$,World Bank WDI database
ATG,2011,gdp,1137637037.03704,2011 US$,World Bank WDI database
ATG,2012,gdp,1199948148.14815,2012 US$,World Bank WDI database
ATG,2013,gdp,1181448148.14815,2013 US$,World Bank WDI database
ATG,2014,gdp,1249733333.33333,2014 US$,World Bank WDI database
ATG,2015,gdp,1336692592.59259,2015 US$,World Bank WDI database
ATG,2016,gdp,1436585185.18519,2016 US$,World Bank WDI database
ATG,2017,gdp,1467977777.77778,2017 US$,World Bank WDI database
ATG,2018,gdp,1610574074.07407,2018 US$,World Bank WDI database
AUS,2000,gdp,415222633925.768,2000 US$,World Bank WDI database
AUS,2001,gdp,378376086723.194,2001 US$,World Bank WDI database
AUS,2002,gdp,394648911678.526,2002 US$,World Bank WDI database
AUS,2003,gdp,466488060570.763,2003 US$,World Bank WDI database
AUS,2004,gdp,612490396927.017,2004 US$,World Bank WDI database
AUS,2005,gdp,693407758231.845,2005 US$,World Bank WDI database
AUS,2006,gdp,746054207846.661,2006 US$,World Bank WDI database
AUS,2007,gdp,853099630996.31,2007 US$,World Bank WDI database
AUS,2008,gdp,1053995523724.26,2008 US$,World Bank WDI database
AUS,2009,gdp,927805183330.879,2009 US$,World Bank WDI database
AUS,2010,gdp,1146138465603.81,2010 US$,World Bank WDI database
AUS,2011,gdp,1396649906339.35,2011 US$,World Bank WDI database
AUS,2012,gdp,1546151783872.96,2012 US$,World Bank WDI database
AUS,2013,gdp,1576184467015.49,2013 US$,World Bank WDI database
AUS,2014,gdp,1467483705131.74,2014 US$,World Bank WDI database
AUS,2015,gdp,1351693984524.5,2015 US$,World Bank WDI database
AUS,2016,gdp,1208846993739.99,2016 US$,World Bank WDI database
AUS,2017,gdp,1330135756844.41,2017 US$,World Bank WDI database
AUS,2018,gdp,1433904348500.12,2018 US$,World Bank WDI database
AUT,2000,gdp,196799778883.361,2000 US$,World Bank WDI database
AUT,2001,gdp,197337879194.631,2001 US$,World Bank WDI database
AUT,2002,gdp,213377771503.858,2002 US$,World Bank WDI database
AUT,2003,gdp,261695778781.038,2003 US$,World Bank WDI database
AUT,2004,gdp,300904221504.842,2004 US$,World Bank WDI database
AUT,2005,gdp,315974418604.651,2005 US$,World Bank WDI database
AUT,2006,gdp,335998557270.104,2006 US$,World Bank WDI database
AUT,2007,gdp,388691445387.353,2007 US$,World Bank WDI database
AUT,2008,gdp,430294287388.311,2008 US$,World Bank WDI database
AUT,2009,gdp,400172297860.517,2009 US$,World Bank WDI database
AUT,2010,gdp,391892746544.69,2010 US$,World Bank WDI database
AUT,2011,gdp,431120310088.82,2011 US$,World Bank WDI database
AUT,2012,gdp,409425234155.263,2012 US$,World Bank WDI database
AUT,2013,gdp,430068712971.867,2013 US$,World Bank WDI database
AUT,2014,gdp,441996131736.508,2014 US$,World Bank WDI database
AUT,2015,gdp,381817565893.574,2015 US$,World Bank WDI database
AUT,2016,gdp,395227684138.862,2016 US$,World Bank WDI database
AUT,2017,gdp,418316161095.683,2017 US$,World Bank WDI database
AUT,2018,gdp,455508255028.219,2018 US$,World Bank WDI database
AZE,2000,gdp,5272617196.04517,2000 US$,World Bank WDI database
AZE,2001,gdp,5707720390.8515,2001 US$,World Bank WDI database
AZE,2002,gdp,6235856819.58445,2002 US$,World Bank WDI database
AZE,2003,gdp,7276013031.96905,2003 US$,World Bank WDI database
AZE,2004,gdp,8680370408.05943,2004 US$,World Bank WDI database
AZE,2005,gdp,13245716099.0057,2005 US$,World Bank WDI database
AZE,2006,gdp,20982986344.3027,2006 US$,World Bank WDI database
AZE,2007,gdp,33050343782.7759,2007 US$,World Bank WDI database
AZE,2008,gdp,48852482960.0779,2008 US$,World Bank WDI database
AZE,2009,gdp,44291490420.5026,2009 US$,World Bank WDI database
AZE,2010,gdp,52902703376.1056,2010 US$,World Bank WDI database
AZE,2011,gdp,65951627200.2026,2011 US$,World Bank WDI database
AZE,2012,gdp,69683935845.2138,2012 US$,World Bank WDI database
AZE,2013,gdp,74164435946.4627,2013 US$,World Bank WDI database
AZE,2014,gdp,75244294275.1498,2014 US$,World Bank WDI database
AZE,2015,gdp,53074370486.0433,2015 US$,World Bank WDI database
AZE,2016,gdp,37867518957.1975,2016 US$,World Bank WDI database
AZE,2017,gdp,40865558912.3867,2017 US$,World Bank WDI database
AZE,2018,gdp,47112941176.4706,2018 US$,World Bank WDI database
BDI,2000,gdp,870486065.883137,2000 US$,World Bank WDI database
BDI,2001,gdp,876794723.068586,2001 US$,World Bank WDI database
BDI,2002,gdp,825394490.159111,2002 US$,World Bank WDI database
BDI,2003,gdp,784654423.620476,2003 US$,World Bank WDI database
BDI,2004,gdp,915257323.3961,2004 US$,World Bank WDI database
BDI,2005,gdp,1117113045.65222,2005 US$,World Bank WDI database
BDI,2006,gdp,1273375020.26862,2006 US$,World Bank WDI database
BDI,2007,gdp,1356199364.85882,2007 US$,World Bank WDI database
BDI,2008,gdp,1611835901.9063,2008 US$,World Bank WDI database
BDI,2009,gdp,1781455092.07114,2009 US$,World Bank WDI database
BDI,2010,gdp,2032135246.50004,2010 US$,World Bank WDI database
BDI,2011,gdp,2235820867.82743,2011 US$,World Bank WDI database
BDI,2012,gdp,2333308099.46249,2012 US$,World Bank WDI database
BDI,2013,gdp,2451625332.74584,2013 US$,World Bank WDI database
BDI,2014,gdp,2705783272.07443,2014 US$,World Bank WDI database
BDI,2015,gdp,3104394858.11518,2015 US$,World Bank WDI database
BDI,2016,gdp,2959640987.29943,2016 US$,World Bank WDI database
BDI,2017,gdp,3172292379.36329,2017 US$,World Bank WDI database
BDI,2018,gdp,3036931818.18182,2018 US$,World Bank WDI database
BEL,2000,gdp,236204532891.1,2000 US$,World Bank WDI database
BEL,2001,gdp,236541297539.15,2001 US$,World Bank WDI database
BEL,2002,gdp,257157820440.429,2002 US$,World Bank WDI database
BEL,2003,gdp,317381715575.621,2003 US$,World Bank WDI database
BEL,2004,gdp,368537000248.324,2004 US$,World Bank WDI database
BEL,2005,gdp,385570948886.954,2005 US$,World Bank WDI database
BEL,2006,gdp,407918078032.869,2006 US$,World Bank WDI database
BEL,2007,gdp,470324254037.777,2007 US$,World Bank WDI database
BEL,2008,gdp,515223524241.98,2008 US$,World Bank WDI database
BEL,2009,gdp,481345929424.84,2009 US$,World Bank WDI database
BEL,2010,gdp,480951629493.033,2010 US$,World Bank WDI database
BEL,2011,gdp,522645519183.591,2011 US$,World Bank WDI database
BEL,2012,gdp,496181260258.3,2012 US$,World Bank WDI database
BEL,2013,gdp,521642714407.843,2013 US$,World Bank WDI database
BEL,2014,gdp,534678075827.361,2014 US$,World Bank WDI database
BEL,2015,gdp,462149679343.822,2015 US$,World Bank WDI database
BEL,2016,gdp,475900865683.644,2016 US$,World Bank WDI database
BEL,2017,gdp,503788776542.824,2017 US$,World Bank WDI database
BEL,2018,gdp,542685915417.411,2018 US$,World Bank WDI database
BEN,2000,gdp,3511248899.71759,2000 US$,World Bank WDI database
BEN,2001,gdp,3663017699.61605,2001 US$,World Bank WDI database
BEN,2002,gdp,4174634520.35486,2002 US$,World Bank WDI database
BEN,2003,gdp,5337266687.57742,2003 US$,World Bank WDI database
BEN,2004,gdp,6179176459.36434,2004 US$,World Bank WDI database
BEN,2005,gdp,6565043459.50021,2005 US$,World Bank WDI database
BEN,2006,gdp,7027863025.13664,2006 US$,World Bank WDI database
BEN,2007,gdp,8158257571.77422,2007 US$,World Bank WDI database
BEN,2008,gdp,9748276762.24466,2008 US$,World Bank WDI database
BEN,2009,gdp,9699586794.44956,2009 US$,World Bank WDI database
BEN,2010,gdp,9535344283.47295,2010 US$,World Bank WDI database
BEN,2011,gdp,10693321953.6355,2011 US$,World Bank WDI database
BEN,2012,gdp,11141358945.1349,2012 US$,World Bank WDI database
BEN,2013,gdp,12517845732.2095,2013 US$,World Bank WDI database
BEN,2014,gdp,13284528654.0574,2014 US$,World Bank WDI database
BEN,2015,gdp,11388160958.249,2015 US$,World Bank WDI database
BEN,2016,gdp,11821066152.598,2016 US$,World Bank WDI database
BEN,2017,gdp,12701656930.6889,2017 US$,World Bank WDI database
BEN,2018,gdp,14250985958.6727,2018 US$,World Bank WDI database
BFA,2000,gdp,2956746304.20757,2000 US$,World Bank WDI database
BFA,2001,gdp,3187582124.94978,2001 US$,World Bank WDI database
BFA,2002,gdp,3605329547.18602,2002 US$,World Bank WDI database
BFA,2003,gdp,4730140784.85507,2003 US$,World Bank WDI database
BFA,2004,gdp,5441918269.27445,2004 US$,World Bank WDI database
BFA,2005,gdp,6143909200.57535,2005 US$,World Bank WDI database
BFA,2006,gdp,6541603850.98131,2006 US$,World Bank WDI database
BFA,2007,gdp,7615651314.39343,2007 US$,World Bank WDI database
BFA,2008,gdp,9413335566.67051,2008 US$,World Bank WDI database
BFA,2009,gdp,9412813382.30554,2009 US$,World Bank WDI database
BFA,2010,gdp,10109618964.2848,2010 US$,World Bank WDI database
BFA,2011,gdp,12080296644.0643,2011 US$,World Bank WDI database
BFA,2012,gdp,12561016091.4673,2012 US$,World Bank WDI database
BFA,2013,gdp,13444301139.1384,2013 US$,World Bank WDI database
BFA,2014,gdp,13943016923.9017,2014 US$,World Bank WDI database
BFA,2015,gdp,11832159275.603,2015 US$,World Bank WDI database
BFA,2016,gdp,12822558021.8952,2016 US$,World Bank WDI database
BFA,2017,gdp,14169905602.3981,2017 US$,World Bank WDI database
BFA,2018,gdp,16199434624.5768,2018 US$,World Bank WDI database
BGD,2000,gdp,53369787318.6245,2000 US$,World Bank WDI database
BGD,2001,gdp,53991289844.3291,2001 US$,World Bank WDI database
BGD,2002,gdp,54724081490.5102,2002 US$,World Bank WDI database
BGD,2003,gdp,60158929188.2556,2003 US$,World Bank WDI database
BGD,2004,gdp,65108544250.0425,2004 US$,World Bank WDI database
BGD,2005,gdp,69442943089.4309,2005 US$,World Bank WDI database
BGD,2006,gdp,71819083683.7403,2006 US$,World Bank WDI database
BGD,2007,gdp,79611888213.148,2007 US$,World Bank WDI database
BGD,2008,gdp,91631278239.3237,2008 US$,World Bank WDI database
BGD,2009,gdp,102477791472.39,2009 US$,World Bank WDI database
BGD,2010,gdp,115279077465.226,2010 US$,World Bank WDI database
BGD,2011,gdp,128637938711.386,2011 US$,World Bank WDI database
BGD,2012,gdp,133355749482.478,2012 US$,World Bank WDI database
BGD,2013,gdp,149990451022.29,2013 US$,World Bank WDI database
BGD,2014,gdp,172885454931.453,2014 US$,World Bank WDI database
BGD,2015,gdp,195078678697.23,2015 US$,World Bank WDI database
BGD,2016,gdp,221415162445.648,2016 US$,World Bank WDI database
BGD,2017,gdp,249711052937.012,2017 US$,World Bank WDI database
BGD,2018,gdp,274039092455.306,2018 US$,World Bank WDI database
BGR,2000,gdp,13245833843.5454,2000 US$,World Bank WDI database
BGR,2001,gdp,14183497963.1071,2001 US$,World Bank WDI database
BGR,2002,gdp,16402846413.0958,2002 US$,World Bank WDI database
BGR,2003,gdp,21144983551.6823,2003 US$,World Bank WDI database
BGR,2004,gdp,26157894736.8421,2004 US$,World Bank WDI database
BGR,2005,gdp,29869283400.0381,2005 US$,World Bank WDI database
BGR,2006,gdp,34379808888.6039,2006 US$,World Bank WDI database
BGR,2007,gdp,44405101469.5591,2007 US$,World Bank WDI database
BGR,2008,gdp,54438966419.8639,2008 US$,World Bank WDI database
BGR,2009,gdp,51999181062.0601,2009 US$,World Bank WDI database
BGR,2010,gdp,50363282117.233,2010 US$,World Bank WDI database
BGR,2011,gdp,57363610380.3768,2011 US$,World Bank WDI database
BGR,2012,gdp,54013812089.3561,2012 US$,World Bank WDI database
BGR,2013,gdp,55591336862.1064,2013 US$,World Bank WDI database
BGR,2014,gdp,56883172568.1726,2014 US$,World Bank WDI database
BGR,2015,gdp,50630703922.0132,2015 US$,World Bank WDI database
BGR,2016,gdp,53785050339.3665,2016 US$,World Bank WDI database
BGR,2017,gdp,58950125036.0127,2017 US$,World Bank WDI database
BGR,2018,gdp,66200847917.924,2018 US$,World Bank WDI database
BHR,2000,gdp,9062898936.17021,2000 US$,World Bank WDI database
BHR,2001,gdp,8976196808.51064,2001 US$,World Bank WDI database
BHR,2002,gdp,9593510638.29787,2002 US$,World Bank WDI database
BHR,2003,gdp,11074813829.7872,2003 US$,World Bank WDI database
BHR,2004,gdp,13150159574.4681,2004 US$,World Bank WDI database
BHR,2005,gdp,15968723404.2553,2005 US$,World Bank WDI database
BHR,2006,gdp,18504760638.2979,2006 US$,World Bank WDI database
BHR,2007,gdp,21730000000,2007 US$,World Bank WDI database
BHR,2008,gdp,25710904255.3191,2008 US$,World Bank WDI database
BHR,2009,gdp,22938218085.1064,2009 US$,World Bank WDI database
BHR,2010,gdp,25713271276.5957,2010 US$,World Bank WDI database
BHR,2011,gdp,28776595744.6809,2011 US$,World Bank WDI database
BHR,2012,gdp,30749308510.6383,2012 US$,World Bank WDI database
BHR,2013,gdp,32539468085.1064,2013 US$,World Bank WDI database
BHR,2014,gdp,33387712765.9574,2014 US$,World Bank WDI database
BHR,2015,gdp,31125851063.8298,2015 US$,World Bank WDI database
BHR,2016,gdp,32250132978.7234,2016 US$,World Bank WDI database
BHR,2017,gdp,35423643617.0213,2017 US$,World Bank WDI database
BHR,2018,gdp,37652500000,2018 US$,World Bank WDI database
BHS,2000,gdp,8076470000,2000 US$,World Bank WDI database
BHS,2001,gdp,8317830000,2001 US$,World Bank WDI database
BHS,2002,gdp,8881160000,2002 US$,World Bank WDI database
BHS,2003,gdp,8870090000,2003 US$,World Bank WDI database
BHS,2004,gdp,9055290000,2004 US$,World Bank WDI database
BHS,2005,gdp,9836200000,2005 US$,World Bank WDI database
BHS,2006,gdp,10167250000,2006 US$,World Bank WDI database
BHS,2007,gdp,10618340000,2007 US$,World Bank WDI database
BHS,2008,gdp,10526000000,2008 US$,World Bank WDI database
BHS,2009,gdp,9981960000,2009 US$,World Bank WDI database
BHS,2010,gdp,10095760000,2010 US$,World Bank WDI database
BHS,2011,gdp,10070450000,2011 US$,World Bank WDI database
BHS,2012,gdp,10720500000,2012 US$,World Bank WDI database
BHS,2013,gdp,10562700000,2013 US$,World Bank WDI database
BHS,2014,gdp,10913300000,2014 US$,World Bank WDI database
BHS,2015,gdp,11752300000,2015 US$,World Bank WDI database
BHS,2016,gdp,11938400000,2016 US$,World Bank WDI database
BHS,2017,gdp,12150400000,2017 US$,World Bank WDI database
BHS,2018,gdp,12424500000,2018 US$,World Bank WDI database
BIH,2000,gdp,5505887894.48893,2000 US$,World Bank WDI database
BIH,2001,gdp,5748993411.42021,2001 US$,World Bank WDI database
BIH,2002,gdp,6651106833.49374,2002 US$,World Bank WDI database
BIH,2003,gdp,8369878822.85055,2003 US$,World Bank WDI database
BIH,2004,gdp,10596205714.2857,2004 US$,World Bank WDI database
BIH,2005,gdp,11222953519.4252,2005 US$,World Bank WDI database
BIH,2006,gdp,12864610993.5219,2006 US$,World Bank WDI database
BIH,2007,gdp,15778767669.6991,2007 US$,World Bank WDI database
BIH,2008,gdp,19112739664.4697,2008 US$,World Bank WDI database
BIH,2009,gdp,17613836209.9581,2009 US$,World Bank WDI database
BIH,2010,gdp,17176781336.7644,2010 US$,World Bank WDI database
BIH,2011,gdp,18644723860.9709,2011 US$,World Bank WDI database
BIH,2012,gdp,17226849297.07,2012 US$,World Bank WDI database
BIH,2013,gdp,18178503835.4491,2013 US$,World Bank WDI database
BIH,2014,gdp,18558343508.3435,2014 US$,World Bank WDI database
BIH,2015,gdp,16211541253.1897,2015 US$,World Bank WDI database
BIH,2016,gdp,16913330693.9653,2016 US$,World Bank WDI database
BIH,2017,gdp,18080118128.3854,2017 US$,World Bank WDI database
BIH,2018,gdp,20183498491.2492,2018 US$,World Bank WDI database
BLR,2000,gdp,12736856827.9847,2000 US$,World Bank WDI database
BLR,2001,gdp,12354820143.8849,2001 US$,World Bank WDI database
BLR,2002,gdp,14594249022.8922,2002 US$,World Bank WDI database
BLR,2003,gdp,17827791321.3067,2003 US$,World Bank WDI database
BLR,2004,gdp,23144351851.8519,2004 US$,World Bank WDI database
BLR,2005,gdp,30207567316.6202,2005 US$,World Bank WDI database
