iso3,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,variable,is_WTO
DNK,444812968.6114168,807837120.8824778,403162422.7682234,675909827.04324,536211580.2241134,546386263.2891455,373303056.1394847,298991452.8494693,340849816.2171753,313783505.80300814,427962154.4587894,319341087.9908691,388336323.62163913,578066815.3452888,538876689.2303628,545767681.3010229,416818612.998172,773446621.8994045,565880136.8189436,landed_value,TRUE
DNK-T,945341381.323108,1325736573.7340786,1003455508.4859507,1287720958.8448925,1203190911.6998484,1285345405.200283,1159927400.3286438,1109590462.2025926,1201235809.1989336,1033459936.0821553,1201534007.6173224,1167278450.8306742,1157271240.0863233,1412425235.7145498,1378206030.233528,1376240078.2866397,1281670240.7443354,1715073480.7813873,1509551387.0899336,landed_value,TRUE
DOM,41705790.486889265,43892500.72204354,74682871.62450406,39606344.1954408,33484219.62308951,34040505.229950406,35259247.185365744,40883198.95337844,48305020.64965623,49269464.89862446,42485544.33188056,69579380.23007622,70761631.2227352,71227596.0498449,70197148.7074981,44908778.51630711,49767346.17765317,54562259.19473227,62417213.232168466,landed_value,TRUE
DZA,103234852.37902467,93413289.5393491,93333799.82412271,106611640.03236653,94762922.69734158,103942050.13315602,103686532.14858808,113681743.76430216,120576384.68115127,109783550.95628943,86802004.30996098,94358842.01333636,102127180.13344316,95776682.11509608,95152583.76137896,101731802.43572606,96227559.35967629,103667028.03823806,115845900.58784159,landed_value,TRUE
ECU,470131668.08007836,419262550.3463189,305022808.4097304,333084503.1613918,334210633.18676794,369720065.9690494,468048813.7507072,477606634.74615926,593667247.236579,601339069.1822962,496832591.20892185,672951255.4319386,874335920.381546,834568711.5156946,977059548.1104352,1102634467.8712804,1206592430.9089997,1099965368.1742127,1153172039.7191055,landed_value,TRUE
EGY,439880207.91323704,457486744.43150866,437397425.20420724,463841275.3124929,450958258.99420875,400515215.3578705,448466973.6949687,475646504.9555617,479733067.75314564,485445319.62784624,534474673.8120555,516188127.0771999,512322647.4579787,513572249.6560607,484945995.8932557,490122756.3769914,478182883.90097415,557181291.7551781,576167747.9134606,landed_value,TRUE
ERI,26330586.605627917,19667483.47295326,15519840.416159458,11489270.822684746,16248140.926539864,9556750.843232974,17280763.33806438,3776527.144604,3384906.5848528002,6524264.601664434,7655992.153321406,5943036.66645569,6212345.3624248,6096359.37257108,6195253.769687055,6202607.3885252625,6280854.080077727,6414658.539578647,6571335.10891798,landed_value,FALSE
ESP,1233748928.451156,1141585516.343125,942112744.1045278,956868555.5344052,990770380.9925092,1018823005.2136816,1126310027.107439,1012216852.2606034,1159858574.8566067,1245292260.3066225,1307721411.511857,1550167666.4670377,1514911250.8923993,1563654125.3059692,1689523384.9582775,1507962723.0960913,1475160887.2791579,1553128892.9912236,1573784800.5951495,landed_value,TRUE
EST,44318298.857776344,40489056.178027324,42519772.9914869,38993229.89951442,37998394.884840496,38676572.77523149,29918938.466188148,41385664.985378504,46503645.729094826,34332012.18763937,38356131.10568868,46686023.348297216,34957383.80623789,35544870.57385941,36047449.076199345,38955991.0712331,42194763.23878669,49330608.6189757,55997223.65558438,landed_value,TRUE
ETH,12201771.170836,12027649.8915914,8563060.0482378,7083963.8001524,7697803.177215599,6351533.0905878,7406928.1635414,9631602.9186779,12458276.2440186,12940319.2138089,16353286.1021712,21878485.171937604,24965636.6939921,29288676.38647145,41705461.70127164,37855975.75910126,41488317.05765662,46702076.87156644,47292251.0323809,landed_value,TRUE
EU,6127103386.044556,6306590019.784312,5686446212.49967,6063014855.450044,6033885552.7804785,6290869132.759254,6539709417.414479,6495898573.4373455,6511003592.097267,6373958901.737887,6744657766.120805,7122843162.348381,6970683163.686595,7375759545.678954,7658659813.458951,7336079852.704126,7467371506.953107,8075133513.154324,8067168810.52872,landed_value,TRUE
FIN,79010155.23379408,80727509.25251323,71775570.63493456,64484866.1999625,66773520.93157847,69390527.49195132,71025691.80821572,71076805.7011829,64457909.84994049,63359162.253652915,61587262.49200859,73184776.46506543,73993160.72341765,74879707.4373867,83344130.01910609,82614567.32931753,86282060.3952147,89034201.45014879,89124129.54150957,landed_value,TRUE
FJI,62053394.183834,63022873.8456577,44286884.7072396,30239557.126713898,50043685.4595494,49499922.4281574,56032955.2983004,48454806.6113002,47842690.8401818,49555943.0293125,46248686.699584305,63961325.9616925,61259630.881112695,55954648.84295856,62125392.54211096,57733372.18111335,63908313.17364907,69990184.89169832,64365572.329301566,landed_value,TRUE
FLK,94395955.57273932,76483907.39453523,59462276.84133004,110150778.52745304,80279058.91942285,142679232.8190507,116142976.86928372,110595752.4945092,136101839.68930852,103904717.57754345,176096117.42841724,122895667.21564908,156970372.08462638,115020170.17130716,132687338.62215346,90283915.94247279,92462396.70431356,104969277.57495268,148062621.75030336,landed_value,TRUE
FRA,846302443.7185632,745509460.7724643,768809750.1135424,831972580.8394767,822489840.4912292,826914643.8250763,854925370.0265604,838445204.3838711,689121542.7717745,731158626.1969386,759999902.2101725,878841951.6162037,810861542.4729835,910427710.3180884,952786293.8757782,936807291.7971011,1022622898.0831116,1025406634.1444615,1150527073.3563464,landed_value,TRUE
FRA-T,923680895.3749149,821822929.6981769,837951771.4472035,896044580.0681787,887283855.9385679,894519677.9280983,925438143.8831252,924089698.8991454,768543876.094944,809323251.7516868,851681029.3549557,997904277.0964518,937495379.3905671,1024148305.5900842,1014983631.5782096,1002800542.0344229,1087507149.569411,1088207587.8435364,1216002174.0860128,landed_value,TRUE
FRO,242950577.5422769,265946324.74348888,302349846.89696765,324864754.7187884,299033167.98708606,319179604.5038118,348326145.5254285,357900048.4162047,334657222.1961883,273847268.73761755,323372379.4902424,324586641.6742504,308807308.4032702,336269535.0510482,357418576.7849886,366654524.5020019,363842830.05282563,407282533.10067445,399679893.00686014,landed_value,TRUE
FSM,24551637.354433198,20161472.9490941,20801762.084162798,26136876.9475392,29096517.974598397,25607774.259511,11699423.778639201,20134957.8626123,23912109.4156077,25871363.365290496,28019068.2385307,46714270.4083674,70645595.1532477,52011159.830251165,81323510.20739484,108195434.28754957,139287946.26488695,159383346.2676392,212557375.65078786,landed_value,FALSE
GAB,51797558.976690635,49689817.836232565,46771416.103823625,52973578.768946595,56074878.92068069,49912318.104608014,44865081.794177696,38730792.71522587,29053896.980335455,34878755.422329314,44212844.30507265,47860467.537448585,55695479.93707502,57886999.332299866,61928929.070633814,53524129.64897333,49812250.95035799,46380682.596579514,47513520.17289203,landed_value,TRUE
GBR,803184273.3365623,809202299.5856723,815868552.1050518,716170375.2627734,746771842.9307138,718180522.3210293,871812656.9036936,928689540.5194165,928095909.3353051,889608254.9215561,892662454.5472683,954866077.3067417,949086689.3630816,954829462.6237013,1025684837.0783659,969788459.9230986,1048603539.8446944,1059539107.8440664,998278458.7052422,landed_value,TRUE
GBR-T,929766283.4919438,928392962.8379,917014551.3145453,866996338.6399753,860388321.1504114,904956488.4427197,1035362396.373162,1087378565.9015791,1111664933.2181363,1040203889.1168995,1122229912.041759,1132990863.3384793,1151369793.3919773,1111872024.9104903,1195813673.0648844,1105798072.4154184,1191557900.427784,1217947259.1599197,1191998945.6816313,landed_value,TRUE
GEO,2438970.9150915,2645229.1678786664,2670042.3659257297,3249879.9176751184,9497418.876154333,8662788.09807255,12768741.896444988,29741453.15599401,35372595.43430214,34530311.54192863,31060210.102732863,13540310.029100668,7823875.642028267,9559018.97200522,11513903.736745745,13329667.301863234,25909447.71364032,84682391.569079265,145212607.23815328,landed_value,TRUE
GGY,6992685.656981397,7262812.595300925,6583364.529897966,7158585.658919773,7247697.806846446,8235799.461657907,7800192.434947472,8564357.775629584,8272052.218067294,7223438.532461805,9453053.154299738,8647265.080813687,8066978.439773328,7627083.349987013,8323061.5098817535,7643495.881982158,8601953.51649235,8377373.741434134,9623422.491525654,landed_value,TRUE
GHA,292148759.8086342,298077544.8795631,233546637.53731382,259842969.5515459,335326995.6050638,329852160.9752033,294089969.189092,286791473.50290304,347993836.81859523,298839813.9980927,323124224.85668033,325337123.10152316,415488160.6615957,316903798.18381864,330780279.47196144,419465288.806296,390364315.1014712,406414144.8812773,426337814.37784684,landed_value,TRUE
GIB,467.9013946,457.6837332,462.819758,465.7395768,471.3107563,497.42022,517.0516342,532.2502357,547.3038909,527.2906258,537.4359366,577.0050855,587.8317666,596.4420884336533,606.1174991411692,606.8369461929851,614.4922724738722,627.5831364451684,642.9117111754933,landed_value,TRUE
GIN,59380719.5043718,72456785.7085319,66157991.596252896,87495317.84518081,71963765.69576581,99237134.2246791,86209527.0969647,65891904.361769,89000472.5208125,130117331.00718771,127942899.46887809,244239700.78132394,299593195.34296155,358451026.29764205,318782585.65333664,355739973.77326566,341894373.6923006,586155692.5844352,517908039.3517779,landed_value,TRUE
GLP,6436635.94266,6130782.954758,6159927.32369,4914381.823173,4625845.44429,4946706.905455,4849919.251656,4571469.901294,4376393.9542778,3979238.576935,3725855.185227,4672985.65675,2368826.888361,2644342.436207318,2313712.517086455,2071443.907450295,2412037.5958199617,2463422.5480398033,2523591.0809833184,landed_value,TRUE
GMB,18484746.30572029,24229802.893812284,24832556.8118399,22176208.46220661,21708274.858688008,33694852.07487203,36691398.386033125,56757074.41343547,53311480.81143523,61818233.71381253,66789228.10880501,57885474.5289077,60645153.37433338,79042141.90466976,88990634.1504767,102753713.58413145,98066651.81480235,96993734.02027392,93552418.42794332,landed_value,TRUE
GNB,9208878.6408743,11457000.2562746,10801784.865375,8128841.3507918,8878343.641645,10224966.9415935,13926862.5511554,11484496.6543765,9733355.2573053,10904407.1590685,12209529.753764,12943480.6134605,13364551.6530423,12789523.08056213,12971940.078985097,12987337.463253628,13151174.399064679,13431341.03879776,13759398.475152537,landed_value,TRUE
GNQ,1604105.708396388,1452050.1897301637,1343298.196672,1320598.8247001546,1493992.2517003696,1580258.1834991504,1667598.8457886714,2130024.5587544134,3351517.970615579,5475798.223895133,5584856.9231206,4855705.7963101,11144921.395416345,9579611.047059197,8554811.342678532,9579909.476444155,9574097.024543302,9615489.108371226,9924464.96926873,landed_value,TRUE
GRC,140405927.67412502,129846119.932013,120847524.73708344,132215145.55859065,138699888.0104096,150236043.89993066,160043987.55210787,151827558.81764403,132759170.69148317,134606924.39650276,121855892.73876944,117243366.23599426,108539870.14413491,117181841.60810229,110728436.07919845,119220334.2036318,151255388.60287383,150034280.2743068,151322440.11106047,landed_value,TRUE
GRD,3490664.0320405,3850591.1205238,3999089.5266679,5031551.8705465,4097861.0081158,4375310.0386398,4138832.9898017,4289751.3129199,4489728.5784648005,4210602.3549637,3869313.2769367998,4687991.3615675,4601273.6193394,5459931.476613088,5919970.654127272,5635163.510693911,5401146.206634776,5516209.769591371,5650941.93298295,landed_value,TRUE
GRL,257577835.1694142,251953128.10811198,297943238.82075965,286946377.08286417,367946163.48864913,419779537.4073259,438298198.6637307,452698960.9369185,525728770.7855701,445829161.54152966,450199473.6682905,523350721.1655547,460127608.061414,498088885.31821275,481910764.2181764,463817872.48361504,501008797.693338,534344325.7813083,543991357.2641298,landed_value,TRUE
GTM,70799247.8329895,36103564.0042611,24621470.8834282,23877596.096376777,12492464.136510143,20024309.899231482,20803142.4361397,22736864.6227359,26991040.366374202,23609185.6512275,30467829.6454386,33446915.922493268,35052574.65453671,39088211.649386615,39932073.73561694,34100148.79982356,33375681.24132158,36706663.55393619,30114814.643527564,landed_value,TRUE
GUF,13206062.268553,13105136.03271,14402143.352058,16282930.64823,15598214.043109,14077299.88151669,12706351.635576818,12830256.781709043,8833777.918043286,8742255.667554682,7918098.38015544,7762274.8520351425,5379211.046796448,4987770.241795397,4959041.47101178,5348932.441033819,4544512.990705638,4245082.78770434,3423036.8258794504,landed_value,TRUE
GUM,463690.979839,736444.5597985,543873.3799358,544122.9665246999,675016.0307035,403852.2408935,573320.0771866,523690.89274539996,491880.3021053,683709.9161158,555719.0281623,635380.7424167,629562.0498384,678124.1607340638,666282.1348474784,4111442.0469610738,4632671.579442222,642256.6104469952,612202.1035868147,landed_value,TRUE
GUY,31094414.0015667,32999407.7250276,37374421.949309796,50668972.2022118,49068911.2017357,38516813.6906751,53484144.9480296,90473877.47878622,62380472.1657279,76945187.7127868,80531399.19201231,68670170.6766101,86258602.3053382,83127627.73746084,65602697.9165265,66093726.251371555,75097391.8124741,82096896.39032674,79741642.14491943,landed_value,TRUE
HKG,165338242.6613703,169090107.1625565,158088952.038432,143626136.57101262,158561275.28811246,160546440.47097528,152138974.96142235,166546954.54894418,167612318.75175565,179479929.45896327,213966021.52044705,226765972.85843801,183442894.2038515,203944571.8337228,195849802.3293613,176929791.6143545,176150539.2562538,160856324.41806376,160587617.50079077,landed_value,TRUE
HND,79158295.6366114,101992324.5711405,92677052.3131534,97482108.94912401,99422650.8643162,115169740.6015478,119974706.1704755,85811530.5972353,100888149.2804941,66311306.1852249,84155222.13858458,89836291.58431281,117216888.22336861,110541369.99739741,96661195.72474663,129446779.17215163,129775667.54831243,132540349.36248668,135777617.11555952,landed_value,TRUE
HRV,27425063.85384943,20930137.625050463,19056489.41557508,22364815.72983689,25930598.96254842,33770512.54864319,38363243.445049845,40878432.74031242,43388699.28452526,48387863.68916183,43838496.762256734,51923700.25078918,54137096.83572474,63765801.5254996,68292700.65601142,65224904.29189594,65573746.41819568,66356354.007018015,69363963.93079595,landed_value,TRUE
HTI,21250846.63489,23179852.84116,21986889.68888,20773194.061380003,19922501.488739997,22156853.944915,23264181.47242,22954888.9488,22046557.682150003,18581052.95636,14427733.10415,14805415.086385,15380925.544158,15606219.117182571,15859381.297515564,15878206.00581765,16078511.620846927,16421040.921731442,16457904.50600385,landed_value,TRUE
HUN,6801192.2096392,6475812.0255562,6641420.270255201,6110313.8291960005,6681252.4700883,7491279.285459,6996148.8557025995,6124685.6313468,6977277.2188579,6205965.994552899,6963053.9947298,6541320.6089433,4753551.115686901,5028564.809699831,6718768.126430857,4315363.49146558,3654778.2524758503,4148683.790639136,4569350.901045296,landed_value,TRUE
IDN,4785497819.447522,4784961285.561547,4682080257.573707,5115810764.643023,5117855686.796055,5205781112.480088,5543023499.242128,6894740894.090393,7041178928.510708,7350196828.909658,8001661768.010786,8975622829.022326,9300933321.533684,10046575719.421103,10625918767.078331,10692342843.52102,10847533639.177153,12358196131.809763,12646940330.622276,landed_value,TRUE
IMN,5197612.407249906,4360352.048448715,4268682.0848758,4255454.6277875,4035791.6646676,4434804.961759,4227604.051247,6300551.62793,5227056.82459046,6398434.10717066,9083772.2212392,13288499.922014344,12244757.7040273,11511149.890128233,7690807.146160585,15979582.63122027,14706297.4451042,19201420.140661865,9877250.483386975,landed_value,TRUE
IND,4341783996.782385,3885163293.57394,3768078386.434681,3747444443.025443,3698440425.8173203,4165564142.581114,4663419802.844024,5590883365.921449,5632685109.405532,5859713242.434932,6372193914.803646,6297509127.396141,6561473121.23026,6555572068.929576,7144160717.111726,6995677352.473778,7880644175.01007,8543415698.94987,8156288535.199789,landed_value,TRUE
IOT,0,0,36474.3713241,38226.2514791,36212.3990826,38743.392542,43019.07154600001,47128.788778,33678.928194399996,32230.056794199998,72986.0401634,53865.4907105,21928.573972000002,26709.803521373167,23291.48698202023,31831.153164790554,18155.21460028314,37965.44669528576,26025.990439752917,landed_value,TRUE
IRL,226283848.15327805,246476724.19437963,246635054.29927018,205258971.4152178,214377308.6107627,186259366.2904063,191505685.85325626,220090802.00301018,216502199.9657295,264346784.82658467,300618933.1891648,236944423.29219124,312018041.47663516,283939600.61608696,297486750.1190591,248828213.74932083,258897316.92741907,258719054.8957989,248107176.0349442,landed_value,TRUE
IRN,456063788.7504763,399242255.0466161,374114273.38080305,418677585.810845,408984922.8017704,471810132.1985328,503750165.89885587,507302076.1581582,527779570.5979531,563601627.2458059,673591736.1092651,817583377.3290313,892139860.4108874,901291383.772776,1023903194.4868622,1027000785.474848,1118518219.9704182,1282448870.118188,1371755286.1264923,landed_value,TRUE
IRQ,11193813.1128397,18346534.91124,14901213.18967,11115464.65536,10757171.062699,16667473.836036,39147466.821608,36193743.8539854,26579828.6080568,25088335.402875602,20949052.3438279,40769381.2042611,37083894.4421897,43756733.48859314,62487499.7608272,32330993.661644105,35269626.645478085,38888193.10716225,55337185.539761074,landed_value,TRUE
ISL,1128209678.323886,1086276583.0318973,1212485205.0366092,1079639705.8254404,1089955307.4732485,1153121947.9232025,1083745690.3341746,1200689897.2462842,1105601833.4799318,1027893967.2719835,1040565952.418388,1142354901.5366883,1157795844.6030238,1187927538.1027586,1045676585.8041286,1158695971.409527,1125010051.7965715,1129122161.2325833,1269021601.0777574,landed_value,TRUE
ISR,7937387.374406675,8150574.1330173565,7093636.414417964,5683853.450819658,5616960.390443957,6037302.250860636,5779014.781198867,5169823.740602679,4839402.28260216,5012127.303106257,5261239.228826568,4192490.056628452,5224178.068726661,3840688.440206368,4021050.824816436,3891518.6662570466,3319835.4554627165,4979326.717658066,5100945.635162224,landed_value,TRUE
ITA,404591520.53656334,391981436.9434198,340238671.64791036,421402245.28554106,407563326.4439396,519809032.74931836,587968058.3106937,529695554.1629295,432667856.22930425,448878631.89057946,413170076.0047475,390340495.92925864,354001704.191306,335802707.27410525,347888261.134562,378943872.3919878,380338612.3261515,407134703.3713493,440150402.6243691,landed_value,TRUE
JAM,12689166.114113798,31440491.1441068,26786167.163197,17302680.3820096,13987206.6931898,29404754.49002,19773325.265040997,18990952.3129736,16739254.4441775,19707832.925289202,20014584.139723998,21680690.383624,21130005.8259396,22545140.850954097,21028010.451544628,23095717.448780213,23248468.549331762,27820447.70124359,21091240.170264494,landed_value,TRUE
JOR,357753.7141607,362629.06526319997,367167.14187500003,317731.4656696,337661.8610618,403604.0446805,374548.4050259,344155.34664979996,340739.5207523,452468.4081465,398896.08166830003,468882.1452043,634372.1294831,748938.7166994577,872785.2970591966,873821.2724430573,884844.6404065567,903694.9682986545,925767.5114416215,landed_value,TRUE
JPN,5833532327.941003,5226135488.287206,4793895731.401569,4962177105.642879,4860004798.750563,4889479310.929145,4786834519.748376,5059897272.067489,5645937920.977525,5644576962.73756,5692427749.298746,5570198576.350486,5818129576.72535,5919733386.291668,6091183580.879668,5470695530.76156,5094107579.57993,5095763075.356858,4984760805.023934,landed_value,TRUE
KAZ,27397349.714825,22102119.4092402,23986464.211873803,23715053.564879403,30290815.7079033,33832758.5844173,27029386.111980997,27590436.4337666,43405657.6718098,32349579.759567603,37470501.4834363,26885599.5024489,24155280.7754189,23209123.56620503,24242114.467379835,26371705.784671735,26515164.203268755,23276684.221489258,24470821.458878264,landed_value,TRUE
KEN,139143260.6663422,109326260.448246,101573075.9569351,84485319.97913656,89895904.71233924,117510539.8843304,121889625.5133148,101079172.917959,110909140.2901745,108628550.8593548,127670755.03427769,167365658.6507699,119856409.38152894,128827245.54390825,135798387.45717853,137953774.57859004,137357944.35832062,135961333.54711428,144087380.69547564,landed_value,TRUE
KGZ,65779.7304378,233560.14459019998,187520.3580873,71774.3197864,6508.472845,25563.2256437,33509.5551482,13891.0459623,7864.6456136,9826.618724,26727.680322,68995.7645,84594.41219999999,108268.59433267658,327536.1702902752,18425.907837093648,140656.4238156572,146898.51568580247,23304.655429391103,landed_value,TRUE
KHM,115644350.57697241,175570672.74178,176667206.3650208,166402207.1870173,145849633.220795,185446912.57653,256891004.59554002,244062961.05005997,227308033.5457765,220203983.9766058,244737314.8192228,279573983.434199,311784599.66538,348143792.9693068,364779476.0327456,342754285.06984437,357340501.5246415,384327570.6536705,407336478.30643845,landed_value,TRUE
KIR,37007674.5731735,45116104.2119776,33783889.2078949,40751192.0331816,36491751.513384394,38302674.817163,33534245.8830735,43273101.4240235,28955376.629863504,36670937.3084332,45872299.9901779,85745018.6791554,119563769.7046344,130096028.43610848,186101735.13782716,222136162.07990554,280722325.9081914,268901674.1019275,331941078.3372778,landed_value,FALSE
KNA,1960606.2207662,2387662.4381698,1992648.628467,2064134.5725640003,2179124.0610249997,4048387.0302191,3279457.3427127004,3288733.2777406,4104171.8295690003,4114016.074817244,15763152.746354356,21631276.17716992,16015507.376383767,12920785.764296386,32975679.565813724,66519739.257718116,40199917.12349287,61302143.38593333,3028800.1307005463,landed_value,TRUE
KOR,1984888059.8454869,1944938600.7621255,1699816581.2701,1665016624.6806526,1708486989.4418736,1809704555.0684197,1957376141.2615929,2281226115.2643623,2463222709.025997,2546440566.0768557,2592147298.4448404,2692030891.820513,2668124499.3602524,2556514038.4040384,2793609782.094606,2670804725.212973,2362620546.9309444,2317354878.2680116,2344552996.1588855,landed_value,TRUE
KWT,8554464.293922476,6680871.086571794,6302014.626261343,5439864.345231845,7106971.334751208,5712848.770849451,8003809.511458549,10558699.13974868,8399791.353191437,11050669.434776397,15351698.900313424,9311538.079169098,8701041.489561599,10548874.59267161,9609487.37361317,9652107.347107738,12928803.241814742,9486882.538150221,7100460.957693382,landed_value,TRUE
LAO,13502691.33704,14548861.366600001,15968186.002632001,13779700.637260001,13666863.67364,13295111.597776,14234338.45399,12914441.095789,14332512.19365,13957052.478295,14887074.7452,16380688.0056,16141743.506377,18707320.776384097,29407028.74576956,30619771.70171587,35097678.52545051,35838601.58715297,36713951.24324911,landed_value,TRUE
LBN,5053783.862568485,5619750.417587605,5065656.491098232,5416596.968600046,5539064.771774816,5492428.464752676,5054343.073837846,5453703.49898951,6141756.000044873,6117276.521666893,6808885.40475772,7093318.407099832,7136133.957950054,7316867.317383908,8058808.531162399,8926707.37617338,9817493.59177586,7145796.426161544,7247610.781174199,landed_value,TRUE
LBR,10419352.488885991,8798409.101733552,9061919.463582112,8214351.872258539,11201333.22735048,15016650.823467085,11221873.3868547,19343246.43325784,11138857.249705179,14003256.28368676,16398306.994145077,20524511.439405467,19789214.394868966,21134227.90810715,21593624.423223063,20663925.904254027,20838652.486211713,19600383.03563377,23658798.102119565,landed_value,TRUE
LBY,69398776.00686802,68834027.74108636,46751905.313795,47119898.64225455,47587497.6810925,44803836.54599143,38400555.349288285,39532612.59810011,65641640.67695249,93553658.4949767,92583075.16306774,56783636.96141361,68439919.48084517,72054544.74338791,53953726.8557978,61778443.54960148,70743956.56533363,76942145.70312689,81346935.82180451,landed_value,TRUE
LCA,2712667.6954399003,2703746.7781099,2897795.1435936,2278698.3173738,2139450.9986707,2253595.4204336,2548342.9519917998,2797897.434254,2809252.1330258,3121152.6700774003,3167102.2789652,3321204.7710401,3177265.1523056002,3441900.3044654285,3221239.5143254665,3245906.278644412,3673752.924216934,3797174.708184841,3281723.724153031,landed_value,TRUE
LIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,landed_value,TRUE
LKA,254080177.87184998,216621776.0888465,227191343.8242008,294996320.7867226,316501204.9796627,220759366.6376832,256857480.65569362,287620615.35241103,309224752.977186,318126623.560933,397207897.3515549,431478945.4142338,672038715.417884,709232568.5060298,785715889.8463001,740072385.4823024,769479609.1283377,759947680.6919928,779037585.0554789,landed_value,TRUE
LSO,23944.583543,13533.272108000001,20578.275944,22673.011024199997,25402.192492000002,26511.542201,25931.2713648,26802.027531599997,29332.8414472,25890.6070795,26546.8626105,26763.3362835,27128.341511799998,26250.689902633,27226.5494896813,27258.866756200125,27602.74087325096,28190.777114214485,28879.330404777484,landed_value,TRUE
LTU,61068398.893780865,78661601.40235461,87068302.0652318,92512383.77571274,82464097.88329999,74587212.2064491,85884158.60993244,87080479.04642572,99393458.20111153,92115987.61878169,82770987.09911238,80211169.73443756,39382942.44229533,52379519.919789016,86201852.97202933,56858011.85782074,71547397.50906536,64129619.107203856,56041065.12455111,landed_value,TRUE
LUX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,landed_value,TRUE
LVA,54570769.32662954,46899792.301125705,39365875.022728,42512157.56440573,41218863.94958332,49366476.53508972,51284293.7744082,60118638.986178145,64121917.79809636,72564088.772537,67332383.10692453,75071131.4227268,43696820.800902724,57407555.98507407,60638564.55999341,51151041.394025534,73782920.31380007,61939368.48380063,75159474.5312736,landed_value,TRUE
MAC,1125904.082224,1105131.401002,1202568.2792399998,1320575.954249,1360756.884092,1106031.754493,1514298.390846,2083087.1741219999,1779665.2137260002,1893211.938942,1842494.185608,1758600.106028,1814324.675674,1840900.1693031525,1870763.0269970472,1872983.5782042409,1896611.5074195743,1937016.0566095405,1984327.2312624508,landed_value,TRUE
MAF,0,0,0,0,0,0,0,47902.521213,49257.350181,47456.156322,48369.234294,51930.457695,52904.858994,53679.7879590288,54550.57492270523,54615.32515736866,55304.3045226485,56482.48228006516,57862.0540057944,landed_value,TRUE
MAR,803709741.8076406,740207145.0475065,708441352.3558359,648635582.2201927,641887516.9851425,770469652.599759,726921467.5337471,792123976.8136399,975416081.0723573,1044070233.9033905,916206993.3379215,854355858.0581095,989720009.4445837,1189338869.257959,1270633876.4275289,1325461071.4861841,1409396377.1935842,1346536890.2517786,1328583513.9190893,landed_value,TRUE
MAR-T,803709741.8076406,740207145.0475065,708441352.3558359,648635582.2201927,641887516.9851425,770469652.599759,726921467.5337471,792123976.8136399,975416081.0723573,1044070233.9033905,916206993.3379215,854355858.0581095,989720009.4445837,1189338869.257959,1270633876.4275289,1325461071.4861841,1409396377.1935842,1346536890.2517786,1328583513.9190893,landed_value,TRUE
MCO,1403.7041838,1373.0511996,1388.4592739999998,1397.2187304,1413.9322689,994.84044,517.0516342,532.2502357,547.3038909,527.2906258,537.4359366,577.0050855,587.8317666,596.4420884336533,606.1174991411692,606.8369461929851,614.4922724738722,627.5831364451684,642.9117111754933,landed_value,FALSE
MDA,21197.8329184,23466.6678356,30364.646146900002,47857.423633399994,62758.5330836,45266.231047199995,40740.284485,20601.5715893,28366.2488118,20375.8296428,35929.6830444,38963.3051912,30868.205936,31320.350924818384,31828.425831968154,31866.205416225654,32268.20170423248,32955.62880141607,33760.562505863185,landed_value,TRUE
MDG,83610007.95059,85561505.3882938,95053563.35004419,87110654.60744002,111585613.93168156,105375818.39255589,115724815.0815948,166496142.0216833,114173183.44474201,126087311.50260781,118895329.1388121,123048489.44695453,133649325.30940865,140887507.48670843,130559513.88399018,140124447.41096792,157194164.24978063,208404505.67121103,198793912.89168704,landed_value,TRUE
MDV,64281427.4104579,79579617.1962336,106911142.69475351,103490840.8715419,109178533.60310759,124120495.3903196,126158182.5582768,118512451.75224881,116890908.5437464,96509562.19859271,115292986.2584789,148395740.6757054,174787593.7281467,206064166.9244004,211469035.61199096,208037901.87080693,215676831.85005453,233787339.13833687,248184986.8717592,landed_value,TRUE
MEX,1334738859.5133677,1241162962.369735,1281601125.9760258,1277859816.5646105,1278277747.7603858,1393874109.6064842,1550275828.9004505,1509711210.3404875,1524819731.1391268,1550671495.953871,1591087818.5554981,1761748870.1590464,2012605579.7467568,2119151146.4807267,2126426400.794807,2275895250.069528,2363328615.7963305,2612607761.692638,2769350440.8339295,landed_value,TRUE
MHL,7713312.884071799,33366383.250996698,30466905.0368145,29279264.7457942,50448348.43814,48068948.655411,35582154.664572805,54626832.9059523,32499117.5751111,37653821.4122754,55874568.35033509,121109322.2495994,116692089.760592,125379437.55301122,120757818.61100978,131856340.80390732,101071096.98117276,121403212.79939896,128524750.44262089,landed_value,FALSE
MKD,192214.7839608,145418.56465199997,164532.8245128,206790.992302,175209.03739840002,280870.5886817,119172.64510590001,146639.3269504,152021.7135287,295048.71442820004,399657.5087069,344629.3744404,297196.9490917,418786.8187545227,396652.30917529133,414458.4037391626,74731.35973359937,42851.516215593096,215407.40734612464,landed_value,TRUE
MLI,53394797.1817445,49417528.322799996,49118453.677200004,56421883.846599996,57463806.5958,56758763.572,57113322.112399995,57157921.263799995,58247242.7694,58516229.122999996,60113790.9534,65990799.841070004,43514062.9407427,61620531.072895214,49539136.83173307,56676903.62525779,63601518.9383264,67323712.02531962,61570431.86748033,landed_value,TRUE
