"","Id","Name","Category","Year","Biomass","Catches"
"39","RD/TN/RL/77/Rev.2","Australia - Overfished (RD/TN/RL/77/Rev.2)","Overfished",2050,997432.379274817,49155.071872345
"40","RD/TN/RL/77/Rev.2","Australia - Overfished (RD/TN/RL/77/Rev.2)","Overfished",2080,1041220.72058297,48543.4567562761
"41","RD/TN/RL/79/Rev.1","New Zealand/Iceland - Overfishing and overcapacity (RD/TN/RL/79/Rev.1)","OFOC",2050,2963774.54524786,225672.045042321
"42","RD/TN/RL/79/Rev.1","New Zealand/Iceland - Overfishing and overcapacity (RD/TN/RL/79/Rev.1)","OFOC",2080,3172933.2386705,248524.659691953
"43","RD/TN/RL/81","Philippines - De minimis (RD/TN/RL/81)","OFOC",2050,902784.922282182,71060.2888851156
"44","RD/TN/RL/81","Philippines - De minimis (RD/TN/RL/81)","OFOC",2080,902815.279479993,71067.7488540512
"45","RD/TN/RL/87","Latin 6 and others - IUU (RD/TN/RL/87)","IUU",2050,9073.0792996092,3.56697250234846
"46","RD/TN/RL/87","Latin 6 and others - IUU (RD/TN/RL/87)","IUU",2080,9071.35194156202,8.33453858883522
"47","RD/TN/RL/89/Rev.2","ACP - IUU (RD/TN/RL/89/Rev.2)","IUU",2050,35.4292118651942,4.96019073587758
"48","RD/TN/RL/89/Rev.2","ACP - IUU (RD/TN/RL/89/Rev.2)","IUU",2080,69.183528455899,10.8071208987854
"49","RD/TN/RL/91","US and others - ABNJ (RD/TN/RL/91)","OFOC",2050,9211662.72691991,97860.1525117306
"50","RD/TN/RL/91","US and others - ABNJ (RD/TN/RL/91)","OFOC",2080,9378875.90485018,116070.969796363
"51","RD/TN/RL/95","ACP - Overfished (RD/TN/RL/95)","Overfished",2050,734220.425659435,29822.8844414723
"52","RD/TN/RL/95","ACP - Overfished (RD/TN/RL/95)","Overfished",2080,776652.013578045,29096.5217891145
"53","RD/TN/RL/96","ACP - Overfishing and overcapacity (RD/TN/RL/96)","OFOC",2050,4773123.02444241,57826.5519782801
"54","RD/TN/RL/96","ACP - Overfishing and overcapacity (RD/TN/RL/96)","OFOC",2080,4964317.35951389,70134.1987511201
"55","RD/TN/RL/96 Rev.1","ACP - Overfishing and overcapacity (revised) (RD/TN/RL/96 Rev.1)","OFOC",2050,9374790.87275308,915511.575926177
"56","RD/TN/RL/96 Rev.1","ACP - Overfishing and overcapacity (revised) (RD/TN/RL/96 Rev.1)","OFOC",2080,9418670.61495502,917691.714186851
"57","TN/RL/GEN/197/Rev.2","US and others -  Cap/Tier (TN/RL/GEN/197/Rev.2)","OFOC",2050,10687183.3163846,1062862.85659859
"58","TN/RL/GEN/197/Rev.2","US and others -  Cap/Tier (TN/RL/GEN/197/Rev.2)","OFOC",2080,10692912.9555128,1063663.26817474
"59","TN/RL/GEN/199","China - Cap (TN/RL/GEN/199)","OFOC",2050,2980143.75992069,254376.620357177
"60","TN/RL/GEN/199","China - Cap (TN/RL/GEN/199)","OFOC",2080,3004777.81362215,256905.273173725
"61","TN/RL/GEN/200/Rev.1","India - S&DT (TN/RL/GEN/200/Rev.1)","Other",2050,5647039.49624914,175059.311932395
"62","TN/RL/GEN/200/Rev.1","India - S&DT (TN/RL/GEN/200/Rev.1)","Other",2080,5905849.96002564,202947.069271368
"63","TN/RL/GEN/202","Philippines - Disputed waters (TN/RL/GEN/202)","Other",2050,400996.811434048,-11659.0870572067
"64","TN/RL/GEN/202","Philippines - Disputed waters (TN/RL/GEN/202)","Other",2080,404929.349736659,-10636.9655988167
