"","Id","Name","Category","Year","Region","Biomass","Catches","Fishing Mortality","Revenue"
"22","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Tiers]","Other & Multiple",2050,"atlantic",5.504,-1.946,-7.062,-0.256
"23","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Optional criteria]","Other & Multiple",2050,"atlantic",4.697,-1.631,-6.044,-0.214
"24","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Optional criteria]","Other & Multiple",2050,"atlantic",4.697,-1.631,-6.044,-0.214
"25","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - De minimis]","Other & Multiple",2050,"atlantic",4.618,-1.601,-5.945,-0.21
"26","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - De minimis]","Other & Multiple",2050,"atlantic",4.609,-1.597,-5.933,-0.21
"27","RD/TN/RL/125","Comprehensive text proposal","Other & Multiple",2050,"atlantic",4.187,-1.535,-5.491,-0.202
"28","TN/RL/W/276/Rev.1 | Managed exemption","Chair's text - Consolidated text (June 2021) [Managed exemption]","Other & Multiple",2050,"atlantic",3.842,-1.396,-5.044,-0.183
"29","TN/RL/GEN/200/Rev.1","S&DT","Other & Multiple",2050,"atlantic",3.639,-1.341,-4.806,-0.176
"30","WT/MIN(21)/W/5 | Managed exemption","Chair's text - Draft agreement (Nov 2021) [Managed exemption]","Other & Multiple",2050,"atlantic",3.304,-1.202,-4.361,-0.158
"31","RD/TN/RL/126/Rev.2 | Objective Definition","Chair's text - Consolidated text (Dec 2020) [Objective Definition]","Other & Multiple",2050,"atlantic",3.115,-1.139,-4.126,-0.149
"32","RD/TN/RL/126/Rev.2 | Relevant Authorities","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities]","Other & Multiple",2050,"atlantic",3.085,-1.127,-4.086,-0.148
"33","TN/RL/W/276/Rev.1 | Full exemption","Chair's text - Consolidated text (June 2021) [Full exemption]","Other & Multiple",2050,"atlantic",3.085,-1.127,-4.086,-0.148
"34","RD/TN/RL/136","Artisanal - Exemption","Other & Multiple",2050,"atlantic",3.085,-1.126,-4.085,-0.148
"35","WT/MIN(21)/W/5 | Full exemption","Chair's text - Draft agreement (Nov 2021) [Full exemption]","Other & Multiple",2050,"atlantic",2.655,-0.971,-3.533,-0.127
"36","TN/RL/GEN/202","Disputed waters","Other & Multiple",2050,"atlantic",0.037,-0.017,-0.054,-0.002
"37","RD/TN/RL/119/Rev.1 | Objective Definition","Facilitator's text - Overfished [Objective Definition]","Overfished",2050,"atlantic",2.117,-0.771,-2.828,-0.101
"38","RD/TN/RL/119/Rev.1 | Relevant Authorities","Facilitator's text - Overfished [Relevant Authorities]","Overfished",2050,"atlantic",0.958,-0.333,-1.279,-0.044
"39","RD/TN/RL/77/Rev.2","Overfished - Negative effects (Option A)","Overfished",2050,"atlantic",0.958,-0.333,-1.279,-0.044
"40","RD/TN/RL/95","Overfished - Negative effects + rebuttable (Option B)","Overfished",2050,"atlantic",0.748,-0.262,-1.002,-0.034
"41","Ambitious Reform","All subsidies","Ambitious Reform",2050,"indian",6.832,1.077,-5.387,0.14
"42","RD/TN/RL/104","IUU (Option B)","IUU",2050,"indian",0.001,0,-0.001,0
"43","RD/TN/RL/113","Facilitator's working text - IUU","IUU",2050,"indian",0.001,0,-0.001,0
"44","RD/TN/RL/87","IUU (Option A)","IUU",2050,"indian",0.001,0,-0.001,0
"45","RD/TN/RL/89/Rev.2","IUU (Option C)","IUU",2050,"indian",0,0,0,0
"46","RD/TN/RL/91","OFOC - ABNJ","OFOC",2050,"indian",8.369,-5.473,-12.773,-0.731
"47","RD/TN/RL/121","OFOC - Negative effects + ABNJ","OFOC",2050,"indian",8.301,-5.45,-12.698,-0.728
"48","RD/TN/RL/103","OFOC - Vessel characteristics","OFOC",2050,"indian",5.852,-0.147,-5.667,-0.019
"49","RD/TN/RL/124","CAP - Formula","OFOC",2050,"indian",4.513,0.76,-3.591,0.099
"50","RD/TN/RL/124/Rev.1","CAP - Formula (Rev. 1)","OFOC",2050,"indian",4.387,0.742,-3.492,0.096
"51","TN/RL/GEN/197/Rev.2","CAP - Tiers","OFOC",2050,"indian",3.357,0.584,-2.682,0.076
"52","RD/TN/RL/96 Rev.2","OFOC - List approach (revised)","OFOC",2050,"indian",2.59,0.461,-2.076,0.06
"53","RD/TN/RL/96/Rev.1","OFOC - List approach","OFOC",2050,"indian",1.943,-2.918,-4.768,-0.386
"54","TN/RL/GEN/199","CAP - Optional criteria","OFOC",2050,"indian",1.045,0.193,-0.844,0.025
"55","RD/TN/RL/81","CAP - De minimis","OFOC",2050,"indian",0.061,0.011,-0.05,0.001
"56","RD/TN/RL/112/Rev.1","OFOC - Prohibition + management","OFOC",2050,"indian",0.001,0,-0.001,0
"57","RD/TN/RL/79/Rev.1","OFOC - Negative effects (Option A)","OFOC",2050,"indian",0.001,0,-0.001,0
"58","RD/TN/RL/126/Rev.2 | Relevant Authorities","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities]","Other & Multiple",2050,"indian",8.361,-5.482,-12.774,-0.733
"59","RD/TN/RL/136","Artisanal - Exemption","Other & Multiple",2050,"indian",8.361,-5.482,-12.774,-0.733
"60","TN/RL/W/276/Rev.1 | Full exemption","Chair's text - Consolidated text (June 2021) [Full exemption]","Other & Multiple",2050,"indian",8.361,-5.482,-12.774,-0.733
"61","RD/TN/RL/126/Rev.2 | Objective Definition","Chair's text - Consolidated text (Dec 2020) [Objective Definition]","Other & Multiple",2050,"indian",8.361,-5.482,-12.774,-0.733
"62","WT/MIN(21)/W/5 | Full exemption","Chair's text - Draft agreement (Nov 2021) [Full exemption]","Other & Multiple",2050,"indian",8.282,-9.082,-16.036,-1.234
"63","TN/RL/W/276/Rev.1 | Managed exemption","Chair's text - Consolidated text (June 2021) [Managed exemption]","Other & Multiple",2050,"indian",6.251,0.131,-5.76,0.017
"64","TN/RL/GEN/200/Rev.1","S&DT","Other & Multiple",2050,"indian",5.896,-0.471,-6.012,-0.062
"65","RD/TN/RL/125","Comprehensive text proposal","Other & Multiple",2050,"indian",5.855,-0.148,-5.671,-0.019
"66","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Formula]","Other & Multiple",2050,"indian",5.814,0.944,-4.603,0.123
"67","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Formula]","Other & Multiple",2050,"indian",5.814,0.944,-4.603,0.123
"68","TN/RL/W/276/Rev.1 | Sustainability scenario","Chair's text - Consolidated text (June 2021) [Sustainability scenario]","Other & Multiple",2050,"indian",5.403,0.887,-4.284,0.115
"69","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Tiers]","Other & Multiple",2050,"indian",5.117,0.847,-4.061,0.11
"70","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Tiers]","Other & Multiple",2050,"indian",5.116,0.847,-4.06,0.11
"71","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Optional criteria]","Other & Multiple",2050,"indian",3.907,0.668,-3.117,0.087
"72","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Optional criteria]","Other & Multiple",2050,"indian",3.907,0.668,-3.117,0.087
"73","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - De minimis]","Other & Multiple",2050,"indian",3.758,0.646,-3,0.084
"74","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - De minimis]","Other & Multiple",2050,"indian",3.757,0.645,-2.998,0.084
"75","WT/MIN(21)/W/5 | Managed exemption","Chair's text - Draft agreement (Nov 2021) [Managed exemption]","Other & Multiple",2050,"indian",3.367,-10.024,-12.954,-1.368
"76","TN/RL/GEN/202","Disputed waters","Other & Multiple",2050,"indian",0,0,0,0
"77","RD/TN/RL/119/Rev.1 | Objective Definition","Facilitator's text - Overfished [Objective Definition]","Overfished",2050,"indian",0.001,0,-0.001,0
"78","RD/TN/RL/119/Rev.1 | Relevant Authorities","Facilitator's text - Overfished [Relevant Authorities]","Overfished",2050,"indian",0,0,0,0
"79","RD/TN/RL/77/Rev.2","Overfished - Negative effects (Option A)","Overfished",2050,"indian",0,0,0,0
"80","RD/TN/RL/95","Overfished - Negative effects + rebuttable (Option B)","Overfished",2050,"indian",0,0,0,0
"81","Ambitious Reform","All subsidies","Ambitious Reform",2050,"pacific",19.263,6.646,-10.579,0.843
"82","RD/TN/RL/104","IUU (Option B)","IUU",2050,"pacific",0.002,0.001,-0.001,0
"83","RD/TN/RL/87","IUU (Option A)","IUU",2050,"pacific",0.002,0.001,-0.001,0
"84","RD/TN/RL/113","Facilitator's working text - IUU","IUU",2050,"pacific",0.002,0.001,-0.001,0
"85","RD/TN/RL/89/Rev.2","IUU (Option C)","IUU",2050,"pacific",0,0,0,0
"86","RD/TN/RL/103","OFOC - Vessel characteristics","OFOC",2050,"pacific",11.264,4.173,-6.373,0.535
"87","RD/TN/RL/124","CAP - Formula","OFOC",2050,"pacific",11.044,4.106,-6.249,0.526
"88","RD/TN/RL/124/Rev.1","CAP - Formula (Rev. 1)","OFOC",2050,"pacific",10.4,3.888,-5.898,0.499
"89","TN/RL/GEN/197/Rev.2","CAP - Tiers","OFOC",2050,"pacific",9.731,3.66,-5.533,0.47
"90","RD/TN/RL/96 Rev.2","OFOC - List approach (revised)","OFOC",2050,"pacific",8.915,3.379,-5.083,0.434
"91","RD/TN/RL/96/Rev.1","OFOC - List approach","OFOC",2050,"pacific",8.414,3.202,-4.808,0.412
"92","RD/TN/RL/91","OFOC - ABNJ","OFOC",2050,"pacific",5.027,1.929,-2.95,0.25
"93","RD/TN/RL/121","OFOC - Negative effects + ABNJ","OFOC",2050,"pacific",3.933,1.502,-2.339,0.195
"94","RD/TN/RL/112/Rev.1","OFOC - Prohibition + management","OFOC",2050,"pacific",1.892,0.728,-1.142,0.095
"95","RD/TN/RL/79/Rev.1","OFOC - Negative effects (Option A)","OFOC",2050,"pacific",1.892,0.728,-1.142,0.095
"96","TN/RL/GEN/199","CAP - Optional criteria","OFOC",2050,"pacific",1.785,0.715,-1.051,0.093
"97","RD/TN/RL/81","CAP - De minimis","OFOC",2050,"pacific",0.476,0.194,-0.28,0.025
"98","TN/RL/W/276/Rev.1 | Sustainability scenario","Chair's text - Consolidated text (June 2021) [Sustainability scenario]","Other & Multiple",2050,"pacific",13.155,4.798,-7.385,0.613
"99","RD/TN/RL/125","Comprehensive text proposal","Other & Multiple",2050,"pacific",11.351,4.203,-6.419,0.538
"100","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Formula]","Other & Multiple",2050,"pacific",10.912,4.061,-6.177,0.521
"101","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Formula]","Other & Multiple",2050,"pacific",10.912,4.061,-6.177,0.521
"102","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Tiers]","Other & Multiple",2050,"pacific",10.036,3.764,-5.7,0.483
"103","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Tiers]","Other & Multiple",2050,"pacific",10.014,3.757,-5.688,0.482
"104","TN/RL/W/276/Rev.1 | Managed exemption","Chair's text - Consolidated text (June 2021) [Managed exemption]","Other & Multiple",2050,"pacific",9.963,3.721,-5.676,0.478
"105","WT/MIN(21)/W/5 | Managed exemption","Chair's text - Draft agreement (Nov 2021) [Managed exemption]","Other & Multiple",2050,"pacific",9.647,3.611,-5.505,0.464
"106","TN/RL/GEN/200/Rev.1","S&DT","Other & Multiple",2050,"pacific",8.153,3.085,-4.686,0.397
"107","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Optional criteria]","Other & Multiple",2050,"pacific",6.986,2.693,-4.012,0.347
"108","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Optional criteria]","Other & Multiple",2050,"pacific",6.986,2.693,-4.012,0.347
"109","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - De minimis]","Other & Multiple",2050,"pacific",6.452,2.498,-3.714,0.322
"110","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - De minimis]","Other & Multiple",2050,"pacific",6.429,2.489,-3.702,0.321
"111","RD/TN/RL/126/Rev.2 | Relevant Authorities","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities]","Other & Multiple",2050,"pacific",4.509,1.728,-2.661,0.224
"112","TN/RL/W/276/Rev.1 | Full exemption","Chair's text - Consolidated text (June 2021) [Full exemption]","Other & Multiple",2050,"pacific",4.509,1.728,-2.661,0.224
"113","RD/TN/RL/126/Rev.2 | Objective Definition","Chair's text - Consolidated text (Dec 2020) [Objective Definition]","Other & Multiple",2050,"pacific",4.496,1.719,-2.657,0.223
"114","RD/TN/RL/136","Artisanal - Exemption","Other & Multiple",2050,"pacific",4.493,1.723,-2.65,0.223
"115","WT/MIN(21)/W/5 | Full exemption","Chair's text - Draft agreement (Nov 2021) [Full exemption]","Other & Multiple",2050,"pacific",4.124,1.579,-2.444,0.205
"116","TN/RL/GEN/202","Disputed waters","Other & Multiple",2050,"pacific",0.003,0.001,-0.002,0
"117","RD/TN/RL/119/Rev.1 | Objective Definition","Facilitator's text - Overfished [Objective Definition]","Overfished",2050,"pacific",1.892,0.728,-1.142,0.095
"118","RD/TN/RL/119/Rev.1 | Relevant Authorities","Facilitator's text - Overfished [Relevant Authorities]","Overfished",2050,"pacific",0.056,0.019,-0.037,0.002
"119","RD/TN/RL/77/Rev.2","Overfished - Negative effects (Option A)","Overfished",2050,"pacific",0.056,0.019,-0.037,0.002
"120","RD/TN/RL/95","Overfished - Negative effects + rebuttable (Option B)","Overfished",2050,"pacific",0.036,0.012,-0.024,0.002
