"","Id","Name","Category","Year","Biomass","Catches"
"42","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Optional criteria]","Other & Multiple",2080,15844129.0099998,1103534.19131671
"43","RD/TN/RL/136","Artisanal - Exemption","Other & Multiple",2050,13139256.0726079,222950.892409757
"44","RD/TN/RL/136","Artisanal - Exemption","Other & Multiple",2080,13878958.3693215,293266.417024523
"45","RD/TN/RL/77/Rev.2","Overfished - Negative effects (Option A)","Overfished",2050,1234253.98227149,-77777.8944794238
"46","RD/TN/RL/77/Rev.2","Overfished - Negative effects (Option A)","Overfished",2080,1426978.14270258,-69415.5558694303
"47","RD/TN/RL/79/Rev.1","OFOC - Negative effects (Option A)","OFOC",2050,5044519.50378764,196307.235656142
"48","RD/TN/RL/79/Rev.1","OFOC - Negative effects (Option A)","OFOC",2080,5668946.98558891,251796.126668528
"49","RD/TN/RL/81","CAP - De minimis","OFOC",2050,945689.090673149,86484.6858706474
"50","RD/TN/RL/81","CAP - De minimis","OFOC",2080,946409.042256594,86577.7781762332
"51","RD/TN/RL/87","IUU (Option A)","IUU",2050,17597.1474816203,-649.331361070275
"52","RD/TN/RL/87","IUU (Option A)","IUU",2080,17826.7000909448,-594.593987524509
"53","RD/TN/RL/89/Rev.2","IUU (Option C)","IUU",2050,136.449418723583,19.1343886107206
"54","RD/TN/RL/89/Rev.2","IUU (Option C)","IUU",2080,261.747529149055,40.8434853702784
"55","RD/TN/RL/91","OFOC - ABNJ","OFOC",2050,14242933.9797752,304749.461263165
"56","RD/TN/RL/91","OFOC - ABNJ","OFOC",2080,14934580.4995931,365253.818256557
"57","RD/TN/RL/95","Overfished - Negative effects + rebuttable (Option B)","Overfished",2050,952966.790986717,-62718.7356637269
"58","RD/TN/RL/95","Overfished - Negative effects + rebuttable (Option B)","Overfished",2080,1114681.62260741,-58730.672700271
"59","RD/TN/RL/96 Rev.2","OFOC - List approach (revised)","OFOC",2050,14468033.5414411,1728774.57417943
"60","RD/TN/RL/96 Rev.2","OFOC - List approach (revised)","OFOC",2080,14646439.1395028,1725323.55033058
"61","RD/TN/RL/96/Rev.1","OFOC - List approach","OFOC",2050,13272995.026998,1414487.05961263
"62","RD/TN/RL/96/Rev.1","OFOC - List approach","OFOC",2080,13504275.4477753,1409628.34450892
"63","TN/RL/GEN/197/Rev.2","CAP - Tiers","OFOC",2050,17184517.3199302,1797480.90673327
"64","TN/RL/GEN/197/Rev.2","CAP - Tiers","OFOC",2080,17190412.4128646,1797831.56338115
"65","TN/RL/GEN/199","CAP - Optional criteria","OFOC",2050,3465385.05687249,348354.989102215
"66","TN/RL/GEN/199","CAP - Optional criteria","OFOC",2080,3564009.19924742,359243.436471194
"67","TN/RL/GEN/200/Rev.1","S&DT","Other & Multiple",2050,16960588.7123061,1300117.40130121
"68","TN/RL/GEN/200/Rev.1","S&DT","Other & Multiple",2080,17643323.4450821,1326616.23690143
"69","TN/RL/GEN/202","Disputed waters","Other & Multiple",2050,48673.9658893347,-3904.35526618361
"70","TN/RL/GEN/202","Disputed waters","Other & Multiple",2080,92757.975912869,-5931.01784048975
"71","TN/RL/W/276/Rev.1 | Full exemption","Chair's text - Consolidated text (June 2021) [Full exemption]","Other & Multiple",2050,13161118.1384147,225686.24462451
"72","TN/RL/W/276/Rev.1 | Full exemption","Chair's text - Consolidated text (June 2021) [Full exemption]","Other & Multiple",2080,13918849.2165794,298829.517405882
"73","TN/RL/W/276/Rev.1 | Managed exemption","Chair's text - Consolidated text (June 2021) [Managed exemption]","Other & Multiple",2050,19528211.7170585,1685541.2631648
"74","TN/RL/W/276/Rev.1 | Managed exemption","Chair's text - Consolidated text (June 2021) [Managed exemption]","Other & Multiple",2080,20009492.2180291,1711162.70681505
"75","TN/RL/W/276/Rev.1 | Sustainability scenario","Chair's text - Consolidated text (June 2021) [Sustainability scenario]","Other & Multiple",2050,25824013.8873366,2140621.86032303
"76","TN/RL/W/276/Rev.1 | Sustainability scenario","Chair's text - Consolidated text (June 2021) [Sustainability scenario]","Other & Multiple",2080,25987835.1216366,2131573.64441603
"77","WT/MIN(21)/W/5 | Full exemption","Chair's text - Draft agreement (Nov 2021) [Full exemption]","Other & Multiple",2050,12545451.6316044,-33192.7281264663
"78","WT/MIN(21)/W/5 | Full exemption","Chair's text - Draft agreement (Nov 2021) [Full exemption]","Other & Multiple",2080,13343981.1475606,48294.2423348427
"79","WT/MIN(21)/W/5 | Managed exemption","Chair's text - Draft agreement (Nov 2021) [Managed exemption]","Other & Multiple",2050,17468461.5154114,1015006.84797063
"80","WT/MIN(21)/W/5 | Managed exemption","Chair's text - Draft agreement (Nov 2021) [Managed exemption]","Other & Multiple",2080,17977567.8649679,1042162.92610011
