"","Id","Name","Category","Year","Biomass","Catches"
"44","RD/TN/RL/136","Artisanal - Exemption","Other & Multiple",2080,9443085.05436091,199535.126906331
"45","RD/TN/RL/77/Rev.2","Overfished - Negative effects (Option A)","Overfished",2050,839772.339042126,-52919.1927358029
"46","RD/TN/RL/77/Rev.2","Overfished - Negative effects (Option A)","Overfished",2080,970899.660744008,-47229.5528762235
"47","RD/TN/RL/79/Rev.1","OFOC - Negative effects (Option A)","OFOC",2050,3432233.56285476,133565.205237953
"48","RD/TN/RL/79/Rev.1","OFOC - Negative effects (Option A)","OFOC",2080,3857086.90299906,171319.214109422
"49","RD/TN/RL/81","CAP - De minimis","OFOC",2050,643436.076438377,58843.1943409696
"50","RD/TN/RL/81","CAP - De minimis","OFOC",2080,643925.923288305,58906.5332844378
"51","RD/TN/RL/87","IUU (Option A)","IUU",2050,11972.8985390132,-441.797655694699
"52","RD/TN/RL/87","IUU (Option A)","IUU",2080,12129.0835174978,-404.554970740218
"53","RD/TN/RL/89/Rev.2","IUU (Option C)","IUU",2050,92.8386289761526,13.0188198787042
"54","RD/TN/RL/89/Rev.2","IUU (Option C)","IUU",2080,178.090034911185,27.7894418302042
"55","RD/TN/RL/91","OFOC - ABNJ","OFOC",2050,9690729.91039171,207348.059299599
"56","RD/TN/RL/91","OFOC - ABNJ","OFOC",2080,10161318.3177055,248514.534048233
"57","RD/TN/RL/95","Overfished - Negative effects + rebuttable (Option B)","Overfished",2050,648387.740765945,-42673.1127520132
"58","RD/TN/RL/95","Overfished - Negative effects + rebuttable (Option B)","Overfished",2080,758416.668651584,-39959.6801755956
"59","RD/TN/RL/96 Rev.2","OFOC - List approach (revised)","OFOC",2050,9843885.08601418,1176238.51224154
"60","RD/TN/RL/96 Rev.2","OFOC - List approach (revised)","OFOC",2080,9965270.22111153,1173890.47495645
"61","RD/TN/RL/96/Rev.1","OFOC - List approach","OFOC",2050,9030794.50422612,962400.870207955
"62","RD/TN/RL/96/Rev.1","OFOC - List approach","OFOC",2080,9188155.06592621,959095.055840739
"63","TN/RL/GEN/197/Rev.2","CAP - Tiers","OFOC",2050,11692149.6809831,1222985.51765898
"64","TN/RL/GEN/197/Rev.2","CAP - Tiers","OFOC",2080,11696160.6350116,1223224.10044471
"65","TN/RL/GEN/199","CAP - Optional criteria","OFOC",2050,2357808.48730639,237016.763338271
"66","TN/RL/GEN/199","CAP - Optional criteria","OFOC",2080,2424911.22946307,244425.138799825
"67","TN/RL/GEN/200/Rev.1","S&DT","Other & Multiple",2050,11539791.2091417,884585.058506965
"68","TN/RL/GEN/200/Rev.1","S&DT","Other & Multiple",2080,12004316.1381466,902614.564162634
"69","TN/RL/GEN/202","Disputed waters","Other & Multiple",2050,33117.2115078922,-2656.4788134613
"70","TN/RL/GEN/202","Disputed waters","Other & Multiple",2080,63111.4693701906,-4035.39692506584
"71","TN/RL/W/276/Rev.1 | Full exemption","Chair's text - Consolidated text (June 2021) [Full exemption]","Other & Multiple",2050,8954674.74463061,153554.348019328
"72","TN/RL/W/276/Rev.1 | Full exemption","Chair's text - Consolidated text (June 2021) [Full exemption]","Other & Multiple",2080,9470226.33207954,203320.196986464
"73","TN/RL/W/276/Rev.1 | Managed exemption","Chair's text - Consolidated text (June 2021) [Managed exemption]","Other & Multiple",2050,13286772.630673,1146823.06028693
"74","TN/RL/W/276/Rev.1 | Managed exemption","Chair's text - Consolidated text (June 2021) [Managed exemption]","Other & Multiple",2080,13614230.3969357,1164255.5984621
"75","TN/RL/W/276/Rev.1 | Sustainability scenario","Chair's text - Consolidated text (June 2021) [Sustainability scenario]","Other & Multiple",2050,17570364.6551855,1456454.71067458
"76","TN/RL/W/276/Rev.1 | Sustainability scenario","Chair's text - Consolidated text (June 2021) [Sustainability scenario]","Other & Multiple",2080,17681826.7554412,1450298.40772112
