Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2052,biomass,Total,atlantic,121196182.72151546,123971490.90670812,0.022899303615607776,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2053,biomass,Total,atlantic,121195679.89599815,123988678.05597235,0.023045360712287456,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2054,biomass,Total,atlantic,121195219.67581101,124004864.24791531,0.02318280027562072,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2055,biomass,Total,atlantic,121194798.07260428,124020121.84398974,0.02331225280554444,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2056,biomass,Total,atlantic,121194411.52760571,124034517.15480016,0.023434295289659696,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2057,biomass,Total,atlantic,121194056.8661629,124048111.06343308,0.023549456723129386,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2058,biomass,Total,atlantic,121193731.25222434,124060959.56038243,0.023658222900909825,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2059,biomass,Total,atlantic,121193432.14600688,124073114.2086645,0.023761040608111083,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2060,biomass,Total,atlantic,121193157.26624207,124084622.55249932,0.02385832130691309,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2061,biomass,Total,atlantic,121192904.55733927,124095528.47936395,0.023950444397934048,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2062,biomass,Total,atlantic,121192672.16124484,124105872.54277208,0.02403776011846063,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2063,biomass,Total,atlantic,121192458.39351577,124115692.25143269,0.024120592128142892,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2064,biomass,Total,atlantic,121192261.72303614,124125022.32924879,0.02419923982370228,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2065,biomass,Total,atlantic,121192080.75480843,124133894.94976719,0.024273980417173765,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2066,biomass,Total,atlantic,121191914.21530241,124142339.94806702,0.02434507080664692,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2067,biomass,Total,atlantic,121191760.93991314,124150385.01261151,0.024412749264079554,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2068,biomass,Total,atlantic,121191619.86215125,124158055.85922748,0.024477236961189103,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2069,biomass,Total,atlantic,121191490.0042569,124165376.3890938,0.02453873935152079,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2070,biomass,Total,atlantic,121191370.46898666,124172368.83238696,0.024597447424386906,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2071,biomass,Total,atlantic,121191260.43237276,124179053.87903997,0.024653538844366257,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2072,biomass,Total,atlantic,121191159.1372946,124185450.79790494,0.02470717898834659,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2073,biomass,Total,atlantic,121191065.88773502,124191577.54546802,0.02475852189065247,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2074,biomass,Total,atlantic,121190980.04361948,124197450.86514187,0.02480771110556483,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2075,biomass,Total,atlantic,121190901.01615678,124203086.37805045,0.024854880495459752,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2076,biomass,Total,atlantic,121190828.26361549,124208498.66612518,0.024900154951871627,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2077,biomass,Total,atlantic,121190761.28748241,124213701.34824577,0.024943651055978584,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2078,biomass,Total,atlantic,121190699.62895927,124218707.15008199,0.024985477684288923,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2079,biomass,Total,atlantic,121190642.86576043,124223527.96822557,0.025025736564699818,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2080,biomass,Total,atlantic,121190590.60918143,124228174.92914039,0.02506452278753749,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2019,price,Total,atlantic,1350.1688088039184,1350.1688088039184,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2020,price,Total,atlantic,1329.9045821574034,1335.764307065016,0.004406124308637885,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2021,price,Total,atlantic,1315.2704654451168,1324.291010895989,0.006858319781262291,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2022,price,Total,atlantic,1304.7632337660098,1315.3314506874838,0.008099720047268943,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2023,price,Total,atlantic,1297.262533265401,1308.4422504767751,0.008617929620793918,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2024,price,Total,atlantic,1291.939245499772,1303.2125358980963,0.008725867286401297,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2025,price,Total,atlantic,1288.183666821633,1299.2864519660493,0.00861894575313967,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2026,price,Total,atlantic,1285.5501770421045,1296.368164316503,0.008415064201764126,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2027,price,Total,atlantic,1283.7150517390196,1294.2185858337762,0.008182138302832596,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2028,price,Total,atlantic,1282.444544447343,1292.6485733025759,0.007956701831212585,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2029,price,Total,atlantic,1281.570904862577,1291.5110478843665,0.007756217766862743,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2030,price,Total,atlantic,1280.9744809608442,1290.693286529699,0.007587040736022189,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2031,price,Total,atlantic,1280.570451912176,1290.1099766762068,0.007449433765855055,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2032,price,Total,atlantic,1280.2990605510436,1289.6972651465749,0.007340632267187862,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2033,price,Total,atlantic,1280.1184711438418,1289.4078340159276,0.007256643100997794,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2034,price,Total,atlantic,1279.9995819626479,1289.2069325996615,0.007193245034420891,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2035,price,Total,atlantic,1279.9222826142166,1289.0692469393034,0.007146499790912584,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2036,price,Total,atlantic,1279.8727713539713,1288.9764731668167,0.007112974052268232,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2037,price,Total,atlantic,1279.8416445411024,1288.91546459739,0.007089799034896267,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2038,price,Total,atlantic,1279.8225446564509,1288.876835350247,0.007074645412053206,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2039,price,Total,atlantic,1279.811209657651,1288.8539201658323,0.007065659716014025,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2040,price,Total,atlantic,1279.8048088050357,1288.8420075779025,0.007061388354451384,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2041,price,Total,atlantic,1279.8014816466864,1288.8377799010793,0.007060703073078309,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2042,price,Total,atlantic,1279.8000201581856,1288.8389077527154,0.007062734374244325,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2043,price,Total,atlantic,1279.7996511102122,1288.8437587711906,0.007066815226221334,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2044,price,Total,atlantic,1279.7998881556064,1288.851189883663,0.007072435161016437,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2045,price,Total,atlantic,1279.8004320931373,1288.8604001475246,0.007079203778334103,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2046,price,Total,atlantic,1279.8011041935065,1288.870827142159,0.007086822256156728,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2047,price,Total,atlantic,1279.8018020515478,1288.8820744298714,0.007095061410108747,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2048,price,Total,atlantic,1279.802470668249,1288.8938610221046,0.007103744962383521,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2049,price,Total,atlantic,1279.8030837439683,1288.9059863261944,0.007112736871672647,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2050,price,Total,atlantic,1279.8036317552694,1288.9183059138722,0.007121931781129524,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2051,price,Total,atlantic,1279.8041144920312,1288.9307148103826,0.007131247833168472,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2052,price,Total,atlantic,1279.8045364926782,1288.9431359819282,0.007140621265724305,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2053,price,Total,atlantic,1279.804904336501,1288.9555123989214,0.007150002341305591,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2054,price,Total,atlantic,1279.805225106122,1288.9678015488273,0.00715935226936239,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2055,price,Total,atlantic,1279.805505571924,1288.9799716217058,0.0071686408675683076,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2056,price,Total,atlantic,1279.8057518098383,1288.9919988356767,0.007177844772808409,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2057,price,Total,atlantic,1279.8059690695454,1289.003865538945,0.007186946061899362,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2058,price,Total,atlantic,1279.8061617793428,1289.0155588417638,0.007195931178841136,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2059,price,Total,atlantic,1279.8063336187176,1289.0270696116713,0.0072047900926397014,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2060,price,Total,atlantic,1279.8064876181759,1289.038391719727,0.007213515629798482,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2061,price,Total,atlantic,1279.8066262637624,1289.0495214622433,0.007222102940242175,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2062,price,Total,atlantic,1279.8067515946293,1289.060457107238,0.007230549066160777,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2063,price,Total,atlantic,1279.8068652885042,1289.0711985313592,0.007238852591063813,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2064,price,Total,atlantic,1279.8069687335906,1289.0817469240374,0.007247013352040489,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2065,price,Total,atlantic,1279.8070630874154,1289.0921045429047,0.007255032202346239,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2066,price,Total,atlantic,1279.8071493240473,1289.1022745093733,0.007262910814520297,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2067,price,Total,atlantic,1279.8072282714506,1289.1122606364322,0.007270651516439121,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2068,price,Total,atlantic,1279.807300640741,1289.1220672828802,0.007278257154397908,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2069,price,Total,atlantic,1279.8073670489405,1289.1316992296115,0.007285730978539107,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2070,price,Total,atlantic,1279.8074280366102,1289.1411615745737,0.007293076546901049,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2071,price,Total,atlantic,1279.8074840815045,1289.1504596436578,0.007300297645046616,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2072,price,Total,atlantic,1279.8075356091595,1289.1595989152997,0.007307398218818042,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2073,price,Total,atlantic,1279.807583001141,1289.1685849569108,0.0073143823181749616,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2074,price,Total,atlantic,1279.8076266015155,1289.1774233715344,0.007321254050423214,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2075,price,Total,atlantic,1279.8076667219752,1289.1861197533547,0.007328017541417645,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2076,price,Total,atlantic,1279.8077036459451,1289.1946796508548,0.007334676903544067,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2077,price,Total,atlantic,1279.8077376319177,1289.2031085365809,0.007341236209469906,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2078,price,Total,atlantic,1279.8077689161998,1289.2114117825986,0.0073476994708058215,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2079,price,Total,atlantic,1279.807797715216,1289.2195946408424,0.007354070620939127,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2080,price,Total,atlantic,1279.8078242274544,1289.2276622276602,0.007360353501426676,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2019,catches_fleet,affected_managed,atlantic,4499464.703675153,4499464.703675153,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2020,catches_fleet,affected_managed,atlantic,4576718.428455986,4575202.703987095,-3.311814988371172e-4,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2021,catches_fleet,affected_managed,atlantic,4632899.637379615,4634941.018643334,4.4062712847230015e-4,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2022,catches_fleet,affected_managed,atlantic,4673213.861076469,4681440.887169666,0.001760464283845544,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2023,catches_fleet,affected_managed,atlantic,4701805.839630485,4717280.743951887,0.003291268259307468,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2024,catches_fleet,affected_managed,atlantic,4721870.19781073,4744712.837343499,0.004837625469535348,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2025,catches_fleet,affected_managed,atlantic,4735810.220701821,4765619.199085431,0.006294377729349234,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2026,catches_fleet,affected_managed,atlantic,4745400.326418538,4781523.157850216,0.007612177887411498,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2027,catches_fleet,affected_managed,atlantic,4751931.196781921,4793628.3423370905,0.00877477889061341,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2028,catches_fleet,affected_managed,atlantic,4756330.1549392585,4802868.047935617,0.009784411821797304,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2029,catches_fleet,affected_managed,atlantic,4759256.479366831,4809955.199688121,0.010652655628266358,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2030,catches_fleet,affected_managed,atlantic,4761174.524406599,4815427.893415771,0.011394954906832433,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2031,catches_fleet,affected_managed,atlantic,4762408.5506700175,4819688.410886024,0.01202749818848448,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2032,catches_fleet,affected_managed,atlantic,4763183.137626939,4823035.283391258,0.0125655772694344,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2033,catches_fleet,affected_managed,atlantic,4763652.567022177,4825688.86111533,0.013022841867733486,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2034,catches_fleet,affected_managed,atlantic,4763921.949381082,4827811.240592954,0.013411070099536744,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
