"","Id","Name","Category","Year","Biomass","Catches","Fishing Mortality","Revenue"
"25","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Formula]","Other & Multiple",2050,0.0822644173151454,0.0198776205677936,-0.0592864721278582,0.00249410312356759
"26","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Formula]","Other & Multiple",2080,0.0823185625844454,0.0198986441519332,-0.0593603874632445,0.00249694319636349
"27","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - De minimis]","Other & Multiple",2050,0.0564638484477919,0.0114843871474913,-0.0411808281589137,0.00145316643896339
"28","RD/TN/RL/126/Rev.2 | Objective Definition + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - De minimis]","Other & Multiple",2080,0.0565369246414433,0.0115079644832461,-0.0412538262264957,0.00145632267134355
"29","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Tiers]","Other & Multiple",2050,0.0770152495888222,0.0183318095590946,-0.055032722384874,0.00230207219325618
"30","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Tiers]","Other & Multiple",2080,0.0771042910595628,0.0183581409948413,-0.0551051383392381,0.00230557409045697
"31","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Optional criteria]","Other & Multiple",2050,0.0570610156172417,0.0123136642327291,-0.0416788441546852,0.0015578312662128
"32","RD/TN/RL/126/Rev.2 | Objective Definition + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Objective Definition + CAP - Optional criteria]","Other & Multiple",2080,0.0571200396980262,0.0123189875581337,-0.0417549198559028,0.00155872523645925
"33","RD/TN/RL/126/Rev.2 | Relevant Authorities","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities]","Other & Multiple",2050,0.0447291483362691,0.00253274991749296,-0.0531207684140215,6.63806411859851e-05
"34","RD/TN/RL/126/Rev.2 | Relevant Authorities","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities]","Other & Multiple",2080,0.0473065712251971,0.003353654593971,-0.0546336175647931,0.000168344099738373
"35","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Formula]","Other & Multiple",2050,0.0822303161188855,0.0198899053831514,-0.0592614272681082,0.00249569058690384
"36","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/124","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Formula]","Other & Multiple",2080,0.0823184173742089,0.0198987008947975,-0.0593590119558721,0.00249694910451796
"37","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - De minimis]","Other & Multiple",2050,0.0564634664077292,0.0114846900939685,-0.0411770538033437,0.0014532023650572
"38","RD/TN/RL/126/Rev.2 | Relevant Authorities + RD/TN/RL/81","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - De minimis]","Other & Multiple",2080,0.0565345738561548,0.0115077137610268,-0.0412465088038143,0.00145628157405299
"39","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Tiers]","Other & Multiple",2050,0.0770163084006892,0.0183319503989074,-0.0550302056077356,0.00230208894800327
"40","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/197/Rev.2","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Tiers]","Other & Multiple",2080,0.077102285652645,0.0183579539559325,-0.055098946821526,0.00230554342483047
"41","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Optional criteria]","Other & Multiple",2050,0.0570610156172417,0.0123136642327291,-0.0416788441546852,0.0015578312662128
"42","RD/TN/RL/126/Rev.2 | Relevant Authorities + TN/RL/GEN/199","Chair's text - Consolidated text (Dec 2020) [Relevant Authorities + CAP - Optional criteria]","Other & Multiple",2080,0.0571200396980262,0.0123189875581337,-0.0417549198559028,0.00155872523645925
"43","RD/TN/RL/136","Artisanal - Exemption","Other & Multiple",2050,0.0446548482977674,0.00250205259649425,-0.0530663883799401,6.25592368186924e-05
"44","RD/TN/RL/136","Artisanal - Exemption","Other & Multiple",2080,0.0471709925449717,0.00329122194905485,-0.0545399191407096,0.000160581072758137
"45","RD/TN/RL/77/Rev.2","Overfished - Negative effects (Option A)","Overfished",2050,0.00444961566435986,-0.000868248490600139,-0.00305307799541499,-0.000110402194380357
"46","RD/TN/RL/77/Rev.2","Overfished - Negative effects (Option A)","Overfished",2080,0.00514446147008501,-0.000774899400624678,-0.00343749925716988,-9.85673451904239e-05
"47","RD/TN/RL/79/Rev.1","OFOC - Negative effects (Option A)","OFOC",2050,0.0181855347764931,0.00219139885069529,-0.0113611069905211,0.000275487098752219
"48","RD/TN/RL/79/Rev.1","OFOC - Negative effects (Option A)","OFOC",2080,0.0204374826484814,0.00281085697175949,-0.0124745110532019,0.000353473537441637
"49","RD/TN/RL/81","CAP - De minimis","OFOC",2050,0.00340930415159115,0.000965443784159104,-0.00213734337216919,0.000122836147045509
"50","RD/TN/RL/81","CAP - De minimis","OFOC",2080,0.00341192135144501,0.000966486204556375,-0.00214167546531244,0.000122978626503165
"51","RD/TN/RL/87","IUU (Option A)","IUU",2050,6.34394345612685e-05,-7.24860082829822e-06,-4.50951095891807e-05,-9.10601617380764e-07
"52","RD/TN/RL/87","IUU (Option A)","IUU",2080,6.42673915743992e-05,-6.63757988069431e-06,-4.55444951551873e-05,-8.32986499805821e-07
"53","RD/TN/RL/89/Rev.2","IUU (Option C)","IUU",2050,4.91913478973949e-07,2.13600563558609e-07,-3.01274243042356e-07,2.71185766025524e-08
"54","RD/TN/RL/89/Rev.2","IUU (Option C)","IUU",2080,9.43631212260248e-07,4.55944559890703e-07,-5.45170871610448e-07,5.78862485730557e-08
"55","RD/TN/RL/91","OFOC - ABNJ","OFOC",2050,0.0484100693496195,0.00341992973388891,-0.0557301821431119,0.000176208006678449
"56","RD/TN/RL/91","OFOC - ABNJ","OFOC",2080,0.0507630718905528,0.00409898391034027,-0.0571060812740743,0.000260352139086105
"57","RD/TN/RL/95","Overfished - Negative effects + rebuttable (Option B)","Overfished",2050,0.0034355614579183,-0.00070014023937453,-0.00236957475085292,-8.89921080498105e-05
"58","RD/TN/RL/95","Overfished - Negative effects + rebuttable (Option B)","Overfished",2080,0.00401860120932027,-0.000655621471218404,-0.00269868788043613,-8.33524749086042e-05
"59","RD/TN/RL/96 Rev.2","OFOC - List approach (revised)","OFOC",2050,0.0521579196812033,0.0192985464863007,-0.0344379525533084,0.00242757702639155
"60","RD/TN/RL/96 Rev.2","OFOC - List approach (revised)","OFOC",2080,0.052802589847276,0.019260085053128,-0.0347860224482982,0.00242276743314697
"61","RD/TN/RL/96/Rev.1","OFOC - List approach","OFOC",2050,0.0479311150018497,0.0160134537960391,-0.0412085699796104,0.00182537312799332
"62","RD/TN/RL/96/Rev.1","OFOC - List approach","OFOC",2080,0.0487679967455114,0.0159585152105415,-0.0417213973816267,0.00181794358928642
"63","TN/RL/GEN/197/Rev.2","CAP - Tiers","OFOC",2050,0.0619519108549991,0.02006559601946,-0.0418193382868462,0.00252174998813911
"64","TN/RL/GEN/197/Rev.2","CAP - Tiers","OFOC",2080,0.0619735574501158,0.0200695772139934,-0.0418431141526394,0.00252229703668635
"65","TN/RL/GEN/199","CAP - Optional criteria","OFOC",2050,0.0124930611738871,0.00388874811215207,-0.00954291727227462,0.000498603239270668
"66","TN/RL/GEN/199","CAP - Optional criteria","OFOC",2080,0.0128486928386318,0.00401031110685335,-0.00975674365301308,0.000513967386374494
"67","TN/RL/GEN/200/Rev.1","S&DT","Other & Multiple",2050,0.0597413897032258,0.0144879688158524,-0.0510449789238371,0.00179192035854114
"68","TN/RL/GEN/200/Rev.1","S&DT","Other & Multiple",2080,0.0621482599563567,0.0147833291210788,-0.0523934796617613,0.00182767428935946
"69","TN/RL/GEN/202","Disputed waters","Other & Multiple",2050,0.000175474142977046,-4.35849959876331e-05,-0.000130033411223715,-5.53327541511937e-06
"70","TN/RL/GEN/202","Disputed waters","Other & Multiple",2080,0.000334403130626161,-6.62092016771261e-05,-0.000235096155329264,-8.4058624022252e-06
"71","TN/RL/W/276/Rev.1 | Full exemption","Chair's text - Consolidated text (June 2021) [Full exemption]","Other & Multiple",2050,0.0447291483362691,0.00253274991749296,-0.0531207684140215,6.63806411859851e-05
"72","TN/RL/W/276/Rev.1 | Full exemption","Chair's text - Consolidated text (June 2021) [Full exemption]","Other & Multiple",2080,0.0473065712251971,0.003353654593971,-0.0546336175647931,0.000168344099738373
"73","TN/RL/W/276/Rev.1 | Managed exemption","Chair's text - Consolidated text (June 2021) [Managed exemption]","Other & Multiple",2050,0.0694159924158596,0.0187840499438713,-0.0555329915025553,0.00234357298597155
"74","TN/RL/W/276/Rev.1 | Managed exemption","Chair's text - Consolidated text (June 2021) [Managed exemption]","Other & Multiple",2080,0.0711289440548049,0.0190696741516741,-0.0564114244720834,0.00237849116955262
"75","TN/RL/W/276/Rev.1 | Sustainability scenario","Chair's text - Consolidated text (June 2021) [Sustainability scenario]","Other & Multiple",2050,0.0930981636831354,0.0238961389346432,-0.0639443449817438,0.00298100583073895
"76","TN/RL/W/276/Rev.1 | Sustainability scenario","Chair's text - Consolidated text (June 2021) [Sustainability scenario]","Other & Multiple",2080,0.0936893516126238,0.0237952112507501,-0.0643422408513296,0.0029680306312995
