eez_id,reporting_name,eez_type,territory1,territory1_iso3,territory2,territory2_iso3,territory3,territory3_iso3,sovereign1,sovereign1_iso3,sovereign2,sovereign2_iso3,sovereign3,sovereign3_iso3,area_km2
8358,Bahraini Exclusive Economic Zone,200NM,Bahrain,BHR,NA,NA,NA,NA,Bahrain,BHR,NA,NA,NA,NA,7515.05531597
8404,Bahamas Exclusive Economic Zone,200NM,Bahamas,BHS,NA,NA,NA,NA,Bahamas,BHS,NA,NA,NA,NA,618667.242186
22491,Bosnian and Herzegovinian Exclusive Economic Zone,200NM,Bosnia and Herzegovina,BIH,NA,NA,NA,NA,Bosnia and Herzegovina,BIH,NA,NA,NA,NA,12.9796793791
8457,Belizean Exclusive Economic Zone,200NM,Belize,BLZ,NA,NA,NA,NA,Belize,BLZ,NA,NA,NA,NA,34310.002032
8464,Brazilian Exclusive Economic Zone,200NM,Brazil,BRA,NA,NA,NA,NA,Brazil,BRA,NA,NA,NA,NA,3205100.30771
8381,Brazilian Exclusive Economic Zone (Trindade),200NM,Trindade,BRA,NA,NA,NA,NA,Brazil,BRA,NA,NA,NA,NA,472480.840469
8418,Barbados Exclusive Economic Zone,200NM,Barbados,BRB,NA,NA,NA,NA,Barbados,BRB,NA,NA,NA,NA,185006.191263
26521,Bruneian Exclusive Economic Zone,200NM,Brunei,BRN,NA,NA,NA,NA,Brunei,BRN,NA,NA,NA,NA,43137.5920732
8493,Canadian Exclusive Economic Zone,200NM,Canada,CAN,NA,NA,NA,NA,Canada,CAN,NA,NA,NA,NA,5769849.28296
8465,Chilean Exclusive Economic Zone,200NM,Chile,CHL,NA,NA,NA,NA,Chile,CHL,NA,NA,NA,NA,2465054.67659
22756,Chilean Exclusive Economic Zone (San Felix and San Ambrosio islands),200NM,Islas San Félix and San Ambrosio,CHL,NA,NA,NA,NA,Chile,CHL,NA,NA,NA,NA,450960.402638
21787,Chilean Exclusive Economic Zone (Easter Island),200NM,Easter Island,CHL,NA,NA,NA,NA,Chile,CHL,NA,NA,NA,NA,729763.366364
8486,Chinese Exclusive Economic Zone,200NM,China,CHN,NA,NA,NA,NA,China,CHN,NA,NA,NA,NA,963547.862843
8473,Ivory Coast Exclusive Economic Zone,200NM,Ivory Coast,CIV,NA,NA,NA,NA,Ivory Coast,CIV,NA,NA,NA,NA,172015.188351
8475,Cameroonian Exclusive Economic Zone,200NM,Cameroon,CMR,NA,NA,NA,NA,Cameroon,CMR,NA,NA,NA,NA,15140.979128
8477,Democratic Republic of the Congo Exclusive Economic Zone,200NM,Democratic Republic of the Congo,COD,NA,NA,NA,NA,Democratic Republic of the Congo,COD,NA,NA,NA,NA,13360.665776
8394,Congolese Exclusive Economic Zone,200NM,Republic of the Congo,COG,NA,NA,NA,NA,Republic of the Congo,COG,NA,NA,NA,NA,33806.6828524
33183,Colombian Exclusive Economic Zone (Quitasueño),200NM,Quitasueño Bank,COL,NA,NA,NA,NA,Colombia,COL,NA,NA,NA,NA,2838.08187939
33184,Colombian Exclusive Economic Zone (Serrana),200NM,Serrana Bank,COL,NA,NA,NA,NA,Colombia,COL,NA,NA,NA,NA,3689.41076274
8426,Colombian Exclusive Economic Zone,200NM,Colombia,COL,NA,NA,NA,NA,Colombia,COL,NA,NA,NA,NA,718163.16433
48984,Colombian Exclusive Economic Zone (Serranilla),200NM,Serranilla Bank,COL,NA,NA,NA,NA,Colombia,COL,NA,NA,NA,NA,1552.47584257
48985,Colombian Exclusive Economic Zone (Bajo Nuevo),200NM,Bajo Nuevo Bank,COL,NA,NA,NA,NA,Colombia,COL,NA,NA,NA,NA,1550.45737245
8334,Comoran Exclusive Economic Zone,200NM,Comores,COM,NA,NA,NA,NA,Comores,COM,NA,NA,NA,NA,164777.450393
8362,Cape Verdean Exclusive Economic Zone,200NM,Cape Verde,CPV,NA,NA,NA,NA,Cape Verde,CPV,NA,NA,NA,NA,801936.702842
8424,Costa Rican Exclusive Economic Zone,200NM,Costa Rica,CRI,NA,NA,NA,NA,Costa Rica,CRI,NA,NA,NA,NA,567365.437993
8406,Cuban Exclusive Economic Zone,200NM,Cuba,CUB,NA,NA,NA,NA,Cuba,CUB,NA,NA,NA,NA,352265.987352
8376,Cypriote Exclusive Economic Zone,200NM,Cyprus,CYP,NA,NA,NA,NA,Cyprus,CYP,NA,NA,NA,NA,98453.3205103
5669,German Exclusive Economic Zone,200NM,Germany,DEU,NA,NA,NA,NA,Germany,DEU,NA,NA,NA,NA,56597.6543338
8352,Djiboutian Exclusive Economic Zone,200NM,Djibouti,DJI,NA,NA,NA,NA,Djibouti,DJI,NA,NA,NA,NA,7223.43334664
8417,Dominican Exclusive Economic Zone,200NM,Dominica,DMA,NA,NA,NA,NA,Dominica,DMA,NA,NA,NA,NA,28589.5552507
8435,Faeroe Exclusive Economic Zone,200NM,Faeroe,FRO,NA,NA,NA,NA,Denmark,DNK,NA,NA,NA,NA,264369.642022
5674,Danish Exclusive Economic Zone,200NM,Denmark,DNK,NA,NA,NA,NA,Denmark,DNK,NA,NA,NA,NA,104884.788693
8438,Greenlandic Exclusive Economic Zone,200NM,Greenland,GRL,NA,NA,NA,NA,Denmark,DNK,NA,NA,NA,NA,2270601.239
8409,Dominican Republic Exclusive Economic Zone,200NM,Dominican Republic,DOM,NA,NA,NA,NA,Dominican Republic,DOM,NA,NA,NA,NA,350697.677696
8378,Algerian Exclusive Economic Zone,200NM,Algeria,DZA,NA,NA,NA,NA,Algeria,DZA,NA,NA,NA,NA,131184.423485
8403,Ecuadorian Exclusive Economic Zone (Galapagos),200NM,Galapagos,ECU,NA,NA,NA,NA,Ecuador,ECU,NA,NA,NA,NA,841431.77571
8431,Ecuadorian Exclusive Economic Zone,200NM,Ecuador,ECU,NA,NA,NA,NA,Ecuador,ECU,NA,NA,NA,NA,236289.144622
8490,Egyptian Exclusive Economic Zone,200NM,Egypt,EGY,NA,NA,NA,NA,Egypt,EGY,NA,NA,NA,NA,243230.486587
8351,Eritrean Exclusive Economic Zone,200NM,Eritrea,ERI,NA,NA,NA,NA,Eritrea,ERI,NA,NA,NA,NA,78108.5928819
5693,Spanish Exclusive Economic Zone,200NM,Spain,ESP,NA,NA,NA,NA,Spain,ESP,NA,NA,NA,NA,561681.917973
8364,Spanish Exclusive Economic Zone (Canary Islands),200NM,Canary Islands,ESP,NA,NA,NA,NA,Spain,ESP,NA,NA,NA,NA,445893.382119
5675,Estonian Exclusive Economic Zone,200NM,Estonia,EST,NA,NA,NA,NA,Estonia,EST,NA,NA,NA,NA,36442.3364254
5676,Finnish Exclusive Economic Zone,200NM,Finland,FIN,NA,NA,NA,NA,Finland,FIN,NA,NA,NA,NA,81003.6348989
8325,Fijian Exclusive Economic Zone,200NM,Fiji,FJI,NA,NA,NA,NA,Fiji,FJI,NA,NA,NA,NA,1283243.50985
33178,Martinican Exclusive Economic Zone,200NM,Martinique,MTQ,NA,NA,NA,NA,France,FRA,NA,NA,NA,NA,47599.5553363
8387,Kerguelen Exclusive Economic Zone,200NM,Kerguélen,ATF,NA,NA,NA,NA,France,FRA,NA,NA,NA,NA,550720.881404
8440,French Polynesian Exclusive Economic Zone,200NM,French Polynesia,PYF,NA,NA,NA,NA,France,FRA,NA,NA,NA,NA,4766884.32996
8338,Réunion Exclusive Economic Zone,200NM,Réunion,REU,NA,NA,NA,NA,France,FRA,NA,NA,NA,NA,315408.212326
8312,New Caledonian Exclusive Economic Zone,200NM,New Caledonia,NCL,NA,NA,NA,NA,France,FRA,NA,NA,NA,NA,1175906.30347
8386,Amsterdam Island & St. Paul Island Exclusive Economic Zone,200NM,Amsterdam and Saint Paul Islands,ATF,NA,NA,NA,NA,France,FRA,NA,NA,NA,NA,512187.835173
8385,Crozet Islands Exclusive Economic Zone,200NM,Crozet Islands,ATF,NA,NA,NA,NA,France,FRA,NA,NA,NA,NA,575374.872768
8341,Ile Europa Exclusive Economic Zone,200NM,Europa Island,ATF,NA,NA,NA,NA,France,FRA,NA,NA,NA,NA,127945.997412
8401,Clipperton Exclusive Economic Zone,200NM,Clipperton Island,CPT,NA,NA,NA,NA,France,FRA,NA,NA,NA,NA,435657.049626
33177,Guadeloupean Exclusive Economic Zone,200NM,Guadeloupe,GLP,NA,NA,NA,NA,France,FRA,NA,NA,NA,NA,90858.9144169
48952,Saint-Barthélemy Exclusive Economic Zone,200NM,Saint-Barthélemy,BLM,NA,NA,NA,NA,France,FRA,NA,NA,NA,NA,4179.01620913
8495,Saint-Martin Exclusive Economic Zone,200NM,Collectivity of Saint Martin,MAF,NA,NA,NA,NA,France,FRA,NA,NA,NA,NA,1099.39449847
8494,Saint-Pierre and Miquelon Exclusive Economic Zone,200NM,Saint-Pierre and Miquelon,SPM,NA,NA,NA,NA,France,FRA,NA,NA,NA,NA,12413.8016754
8454,Wallis and Futuna Exclusive Economic Zone,200NM,Wallis and Futuna,WLF,NA,NA,NA,NA,France,FRA,NA,NA,NA,NA,262750.561412
8462,French Guiana Exclusive Economic Zone,200NM,French Guiana,GUF,NA,NA,NA,NA,France,FRA,NA,NA,NA,NA,131542.056553
5677,French Exclusive Economic Zone,200NM,France,FRA,NA,NA,NA,NA,France,FRA,NA,NA,NA,NA,344795.437503
8339,Juan de Nova Exclusive Economic Zone,200NM,Juan de Nova Island,ATF,NA,NA,NA,NA,France,FRA,NA,NA,NA,NA,62770.4657039
8340,Bassas da India Exclusive Economic Zone,200NM,Bassas da India,ATF,NA,NA,NA,NA,France,FRA,NA,NA,NA,NA,120689.515135
8316,Micronesian Exclusive Economic Zone,200NM,Micronesia,FSM,NA,NA,NA,NA,Micronesia,FSM,NA,NA,NA,NA,3010627.5342
8476,Gabonese Exclusive Economic Zone,200NM,Gabon,GAB,NA,NA,NA,NA,Gabon,GAB,NA,NA,NA,NA,201753.746636
8379,Ascension Exclusive Economic Zone,200NM,Ascension,ASC,NA,NA,NA,NA,United Kingdom,GBR,NA,NA,NA,NA,446005.325434
8412,Anguilla Exclusive Economic Zone,200NM,Anguilla,AIA,NA,NA,NA,NA,United Kingdom,GBR,NA,NA,NA,NA,90154.3649636
8405,Turks and Caicos Exclusive Economic Zone,200NM,Turks and Caicos Islands,TCA,NA,NA,NA,NA,United Kingdom,GBR,NA,NA,NA,NA,91028.3310066
8439,Pitcairn Islands Exclusive Economic Zone,200NM,Pitcairn,PCN,NA,NA,NA,NA,United Kingdom,GBR,NA,NA,NA,NA,842344.756396
8380,St. Helena Exclusive Economic Zone,200NM,Saint Helena,SHN,NA,NA,NA,NA,United Kingdom,GBR,NA,NA,NA,NA,449214.734358
8382,Tristan Da Cunha Exclusive Economic Zone,200NM,Tristan da Cunha,TAA,NA,NA,NA,NA,United Kingdom,GBR,NA,NA,NA,NA,817104.430557
8402,Bermudian Exclusive Economic Zone,200NM,Bermuda,BMU,NA,NA,NA,NA,United Kingdom,GBR,NA,NA,NA,NA,453160.413003
8411,British Virgin Islands Exclusive Economic Zone,200NM,British Virgin Islands,VGB,NA,NA,NA,NA,United Kingdom,GBR,NA,NA,NA,NA,81583.1247953
8407,Cayman Islands Exclusive Economic Zone,200NM,Cayman Islands,CYM,NA,NA,NA,NA,United Kingdom,GBR,NA,NA,NA,NA,118398.433806
8415,Montserrat Exclusive Economic Zone,200NM,Montserrat,MSR,NA,NA,NA,NA,United Kingdom,GBR,NA,NA,NA,NA,7190.1181674
21788,Guernsey Exclusive Economic Zone,200NM,Guernsey,GGY,NA,NA,NA,NA,United Kingdom,GBR,NA,NA,NA,NA,6526.09735102
21789,Jersey Exclusive Economic Zone,200NM,Jersey,JEY,NA,NA,NA,NA,United Kingdom,GBR,NA,NA,NA,NA,2276.9611741
5696,United Kingdom Exclusive Economic Zone,200NM,United Kingdom,GBR,NA,NA,NA,NA,United Kingdom,GBR,NA,NA,NA,NA,732922.625801
5678,Georgian Exclusive Economic Zone,200NM,Georgia,GEO,NA,NA,NA,NA,Georgia,GEO,NA,NA,NA,NA,22951.8826179
8400,Ghanaian Exclusive Economic Zone,200NM,Ghana,GHA,NA,NA,NA,NA,Ghana,GHA,NA,NA,NA,NA,227218.059083
8472,Guinean Exclusive Economic Zone,200NM,Guinea,GIN,NA,NA,NA,NA,Guinea,GIN,NA,NA,NA,NA,102165.349909
8370,Gambian Exclusive Economic Zone,200NM,Gambia,GMB,NA,NA,NA,NA,Gambia,GMB,NA,NA,NA,NA,22956.7941229
8471,Guinea Bissau Exclusive Economic Zone,200NM,Guinea-Bissau,GNB,NA,NA,NA,NA,Guinea-Bissau,GNB,NA,NA,NA,NA,106745.931659
8398,Equatorial Guinean Exclusive Economic Zone,200NM,Equatorial Guinea,GNQ,NA,NA,NA,NA,Equatorial Guinea,GNQ,NA,NA,NA,NA,304131.929643
5679,Greek Exclusive Economic Zone,200NM,Greece,GRC,NA,NA,NA,NA,Greece,GRC,NA,NA,NA,NA,482874.187763
8419,Grenadian Exclusive Economic Zone,200NM,Grenada,GRD,NA,NA,NA,NA,Grenada,GRD,NA,NA,NA,NA,25576.6292954
8430,Guatemalan Exclusive Economic Zone,200NM,Guatemala,GTM,NA,NA,NA,NA,Guatemala,GTM,NA,NA,NA,NA,110643.131743
8460,Guyanese Exclusive Economic Zone,200NM,Guyana,GUY,NA,NA,NA,NA,Guyana,GUY,NA,NA,NA,NA,135053.148853
8427,Honduran Exclusive Economic Zone,200NM,Honduras,HND,NA,NA,NA,NA,Honduras,HND,NA,NA,NA,NA,208534.450393
5673,Croatian Exclusive Economic Zone,200NM,Croatia,HRV,NA,NA,NA,NA,Croatia,HRV,NA,NA,NA,NA,55428.4849722
8408,Haitian Exclusive Economic Zone,200NM,Haiti,HTI,NA,NA,NA,NA,Haiti,HTI,NA,NA,NA,NA,103497.883331
8492,Indonesian Exclusive Economic Zone,200NM,Indonesia,IDN,NA,NA,NA,NA,Indonesia,IDN,NA,NA,NA,NA,6025109.71458
8333,Indian Exclusive Economic Zone (Andaman and Nicobar Islands),200NM,Andaman and Nicobar,IND,NA,NA,NA,NA,India,IND,NA,NA,NA,NA,664340.490167
8480,Indian Exclusive Economic Zone,200NM,India,IND,NA,NA,NA,NA,India,IND,NA,NA,NA,NA,1659486.57465
5681,Irish Exclusive Economic Zone,200NM,Ireland,IRL,NA,NA,NA,NA,Ireland,IRL,NA,NA,NA,NA,426997.656893
8469,Iranian Exclusive Economic Zone,200NM,Iran,IRN,NA,NA,NA,NA,Iran,IRN,NA,NA,NA,NA,215347.604482
8470,Iraqi Exclusive Economic Zone,200NM,Iraq,IRQ,NA,NA,NA,NA,Iraq,IRQ,NA,NA,NA,NA,1187.50111346
5680,Icelandic Exclusive Economic Zone,200NM,Iceland,ISL,NA,NA,NA,NA,Iceland,ISL,NA,NA,NA,NA,763172.764242
8375,Israeli Exclusive Economic Zone,200NM,Israel,ISR,NA,NA,NA,NA,Israel,ISR,NA,NA,NA,NA,23511.4177216
5682,Italian Exclusive Economic Zone,200NM,Italy,ITA,NA,NA,NA,NA,Italy,ITA,NA,NA,NA,NA,536727.544683
8459,Jamaican Exclusive Economic Zone,200NM,Jamaica,JAM,NA,NA,NA,NA,Jamaica,JAM,NA,NA,NA,NA,257049.4206
8491,Jordanian Exclusive Economic Zone,200NM,Jordan,JOR,NA,NA,NA,NA,Jordan,JOR,NA,NA,NA,NA,97.0835220622
8487,Japanese Exclusive Economic Zone,200NM,Japan,JPN,NA,NA,NA,NA,Japan,JPN,NA,NA,NA,NA,4043057.35049
26522,Kazakh Exclusive Economic Zone,200NM,Kazakhstan,KAZ,NA,NA,NA,NA,Kazakhstan,KAZ,NA,NA,NA,NA,114381.001862
8349,Kenyan Exclusive Economic Zone,200NM,Kenya,KEN,NA,NA,NA,NA,Kenya,KEN,NA,NA,NA,NA,113818.646103
8331,Cambodian Exclusive Economic Zone,200NM,Cambodia,KHM,NA,NA,NA,NA,Cambodia,KHM,NA,NA,NA,NA,48697.2172266
8488,Kiribati Exclusive Economic Zone (Gilbert Islands),200NM,Gilbert Islands,KIR,NA,NA,NA,NA,Kiribati,KIR,NA,NA,NA,NA,1053239.66469
8450,Kiribati Exclusive Economic Zone (Phoenix Islands),200NM,Phoenix Group,KIR,NA,NA,NA,NA,Kiribati,KIR,NA,NA,NA,NA,745700.775566
8441,Kiribati Exclusive Economic Zone (Line Islands),200NM,Line Group,KIR,NA,NA,NA,NA,Kiribati,KIR,NA,NA,NA,NA,1640932.58762
8413,Saint Kitts and Nevis Exclusive Economic Zone,200NM,Saint Kitts and Nevis,KNA,NA,NA,NA,NA,Saint Kitts and Nevis,KNA,NA,NA,NA,NA,9501.83433544
8327,South Korean Exclusive Economic Zone,200NM,South Korea,KOR,NA,NA,NA,NA,South Korea,KOR,NA,NA,NA,NA,310220.953983
8357,Kuwaiti Exclusive Economic Zone,200NM,Kuwait,KWT,NA,NA,NA,NA,Kuwait,KWT,NA,NA,NA,NA,11182.5360034
8374,Lebanese Exclusive Economic Zone,200NM,Lebanon,LBN,NA,NA,NA,NA,Lebanon,LBN,NA,NA,NA,NA,20185.6097866
8391,Liberian Exclusive Economic Zone,200NM,Liberia,LBR,NA,NA,NA,NA,Liberia,LBR,NA,NA,NA,NA,251776.275286
8372,Libyan Exclusive Economic Zone,200NM,Libya,LBY,NA,NA,NA,NA,Libya,LBY,NA,NA,NA,NA,364446.950274
8416,Saint Lucia Exclusive Economic Zone,200NM,Saint Lucia,LCA,NA,NA,NA,NA,Saint Lucia,LCA,NA,NA,NA,NA,15412.9352272
8346,Sri Lankan Exclusive Economic Zone,200NM,Sri Lanka,LKA,NA,NA,NA,NA,Sri Lanka,LKA,NA,NA,NA,NA,533545.991412
5684,Lithuanian Exclusive Economic Zone,200NM,Lithuania,LTU,NA,NA,NA,NA,Lithuania,LTU,NA,NA,NA,NA,6830.53928988
5683,Latvian Exclusive Economic Zone,200NM,Latvia,LVA,NA,NA,NA,NA,Latvia,LVA,NA,NA,NA,NA,28355.9762185
8367,Moroccan Exclusive Economic Zone,200NM,Morocco,MAR,NA,NA,NA,NA,Morocco,MAR,NA,NA,NA,NA,280453.136651
21790,Monégasque Exclusive Economic Zone,200NM,Monaco,MCO,NA,NA,NA,NA,Monaco,MCO,NA,NA,NA,NA,287.610932884
8348,Madagascan Exclusive Economic Zone,200NM,Madagascar,MDG,NA,NA,NA,NA,Madagascar,MDG,NA,NA,NA,NA,1196333.81237
8345,Maldives Exclusive Economic Zone,200NM,Maldives,MDV,NA,NA,NA,NA,Maldives,MDV,NA,NA,NA,NA,925222.836017
8429,Mexican Exclusive Economic Zone,200NM,Mexico,MEX,NA,NA,NA,NA,Mexico,MEX,NA,NA,NA,NA,3186924.40663
8318,Marshall Islands Exclusive Economic Zone,200NM,Marshall Islands,MHL,NA,NA,NA,NA,Marshall Islands,MHL,NA,NA,NA,NA,2001385.96498
5685,Maltese Exclusive Economic Zone,200NM,Malta,MLT,NA,NA,NA,NA,Malta,MLT,NA,NA,NA,NA,52913.4248289
8482,Myanmar Exclusive Economic Zone,200NM,Myanmar,MMR,NA,NA,NA,NA,Myanmar,MMR,NA,NA,NA,NA,497442.180134
5691,Montenegrin Exclusive economic Zone,200NM,Montenegro,MNE,NA,NA,NA,NA,Montenegro,MNE,NA,NA,NA,NA,6382.36937715
8347,Mozambican Exclusive Economic Zone,200NM,Mozambique,MOZ,NA,NA,NA,NA,Mozambique,MOZ,NA,NA,NA,NA,566107.319809
8369,Mauritanian Exclusive Economic Zone,200NM,Mauritania,MRT,NA,NA,NA,NA,Mauritania,MRT,NA,NA,NA,NA,173189.736645
8343,Mauritian Exclusive Economic Zone,200NM,Republic of Mauritius,MUS,NA,NA,NA,NA,Republic of Mauritius,MUS,NA,NA,NA,NA,1278112.77102
8483,Malaysian Exclusive Economic Zone,200NM,Malaysia,MYS,NA,NA,NA,NA,Malaysia,MYS,NA,NA,NA,NA,510822.838776
8395,Namibian Exclusive Economic Zone,200NM,Namibia,NAM,NA,NA,NA,NA,Namibia,NAM,NA,NA,NA,NA,562210.160942
8474,Nigerian Exclusive Economic Zone,200NM,Nigeria,NGA,NA,NA,NA,NA,Nigeria,NGA,NA,NA,NA,NA,179050.962041
8425,Nicaraguan Exclusive Economic Zone,200NM,Nicaragua,NIC,NA,NA,NA,NA,Nicaragua,NIC,NA,NA,NA,NA,228251.857132
26517,Curaçaoan Exclusive Economic Zone,200NM,Curaçao,CUW,NA,NA,NA,NA,Netherlands,NLD,NA,NA,NA,NA,25397.0379826
26526,Sint-Eustatius Exclusive Economic Zone,200NM,Sint-Eustatius,BES,NA,NA,NA,NA,Netherlands,NLD,NA,NA,NA,NA,2175.3949696
26519,Aruban Exclusive Economic Zone,200NM,Aruba,ABW,NA,NA,NA,NA,Netherlands,NLD,NA,NA,NA,NA,29950.1260655
26520,Bonaire Exclusive Economic Zone,200NM,Bonaire,BES,NA,NA,NA,NA,Netherlands,NLD,NA,NA,NA,NA,12980.2477467
26518,Saba Exclusive Economic Zone,200NM,Saba,BES,NA,NA,NA,NA,Netherlands,NLD,NA,NA,NA,NA,9487.86004099
21803,Sint-Maarten Exclusive Economic Zone,200NM,Sint-Maarten,SXM,NA,NA,NA,NA,Netherlands,NLD,NA,NA,NA,NA,465.987614666
5668,Dutch Exclusive Economic Zone,200NM,Netherlands,NLD,NA,NA,NA,NA,Netherlands,NLD,NA,NA,NA,NA,64444.3368919
5686,Norwegian Exclusive Economic Zone,200NM,Norway,NOR,NA,NA,NA,NA,Norway,NOR,NA,NA,NA,NA,933667.554218
8437,Jan Mayen Exclusive Economic Zone,200NM,Jan Mayen,SJM,NA,NA,NA,NA,Norway,NOR,NA,NA,NA,NA,291637.563172
8399,Bouvet Exclusive Economic Zone,200NM,Bouvet,BVT,NA,NA,NA,NA,Norway,NOR,NA,NA,NA,NA,441841.102452
33181,Svalvard Exclusive Economic Zone,200NM,Svalbard,SJM,NA,NA,NA,NA,Norway,NOR,NA,NA,NA,NA,796621.045326
8317,Nauruan Exclusive Economic Zone,200NM,Nauru,NRU,NA,NA,NA,NA,Nauru,NRU,NA,NA,NA,NA,309260.512828
8447,Niue Exclusive Economic Zone,200NM,Niue,NIU,NA,NA,NA,NA,New Zealand,NZL,NA,NA,NA,NA,318143.64148
8446,Cook Islands Exclusive Economic Zone,200NM,Cook Islands,COK,NA,NA,NA,NA,New Zealand,NZL,NA,NA,NA,NA,1969507.12039
8449,Tokelau Exclusive Economic Zone,200NM,Tokelau,TKL,NA,NA,NA,NA,New Zealand,NZL,NA,NA,NA,NA,320617.268168
8455,New Zealand Exclusive Economic Zone,200NM,New Zealand,NZL,NA,NA,NA,NA,New Zealand,NZL,NA,NA,NA,NA,4104579.03432
8354,Omani Exclusive Economic Zone,200NM,Oman,OMN,NA,NA,NA,NA,Oman,OMN,NA,NA,NA,NA,556485.906171
8359,Pakistani Exclusive Economic Zone,200NM,Pakistan,PAK,NA,NA,NA,NA,Pakistan,PAK,NA,NA,NA,NA,224387.832462
8423,Panamanian Exclusive Economic Zone,200NM,Panama,PAN,NA,NA,NA,NA,Panama,PAN,NA,NA,NA,NA,331242.370352
8432,Peruvian Exclusive Economic Zone,200NM,Peru,PER,NA,NA,NA,NA,Peru,PER,NA,NA,NA,NA,855322.284264
8322,Philippines Exclusive Economic Zone,200NM,Philippines,PHL,NA,NA,NA,NA,Philippines,PHL,NA,NA,NA,NA,1971039.86154
8315,Palau Exclusive Economic Zone,200NM,Palau,PLW,NA,NA,NA,NA,Palau,PLW,NA,NA,NA,NA,614805.248533
8324,Papua New Guinean Exclusive Economic Zone,200NM,Papua New Guinea,PNG,NA,NA,NA,NA,Papua New Guinea,PNG,NA,NA,NA,NA,2399610.72138
5687,Polish Exclusive Economic Zone,200NM,Poland,POL,NA,NA,NA,NA,Poland,POL,NA,NA,NA,NA,29970.7399095
8328,North Korean Exclusive Economic Zone,200NM,North Korea,PRK,NA,NA,NA,NA,North Korea,PRK,NA,NA,NA,NA,114165.514473
5688,Portuguese Exclusive Economic Zone,200NM,Portugal,PRT,NA,NA,NA,NA,Portugal,PRT,NA,NA,NA,NA,315475.133682
8361,Portuguese Exclusive Economic Zone (Azores),200NM,Azores,PRT,NA,NA,NA,NA,Portugal,PRT,NA,NA,NA,NA,960420.584331
8363,Portuguese Exclusive Economic Zone (Madeira),200NM,Madeira,PRT,NA,NA,NA,NA,Portugal,PRT,NA,NA,NA,NA,452810.174016
8468,Qatari Exclusive Economic Zone,200NM,Qatar,QAT,NA,NA,NA,NA,Qatar,QAT,NA,NA,NA,NA,30648.8431247
5689,Romanian Exclusive economic Zone,200NM,Romania,ROU,NA,NA,NA,NA,Romania,ROU,NA,NA,NA,NA,29604.783396
5690,Russian Exclusive economic Zone,200NM,Russia,RUS,NA,NA,NA,NA,Russia,RUS,NA,NA,NA,NA,7734475.08159
8356,Saudi Arabian Exclusive Economic Zone,200NM,Saudi Arabia,SAU,NA,NA,NA,NA,Saudi Arabia,SAU,NA,NA,NA,NA,224137.855448
8355,Sudanese Exclusive Economic Zone,200NM,Sudan,SDN,NA,NA,NA,NA,Sudan,SDN,NA,NA,NA,NA,62825.9412341
